popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,followers,monthly_listeners,enwiki_title,pageview_status,pageviews_total,pageview_months,mapping_tier,fua_code,study_city_label,mapped_fua,log10_followers,log10_pageviews,expected_log10_pageviews,attention_residual_log10,follower_rank,pageview_rank
753,4wsg78KGu80m8Xk37PY2uG,U.K. Subs,Q1479074,80069,90759,U.K. Subs,ok,52576,12,strict,UK001F,London,True,4.903464404538219,4.720787541754968,4.539689402206412,0.18109813954855536,633.0,521.0
754,1MMEHyxVfd0Pv4PEHynX9k,Faze Action,Q5439175,10791,90602,Faze Action,ok,1743,12,excluded_no_defensible_fua,,,False,4.0330616925381735,3.2412973871099933,3.9172810337063346,-0.6759836465963414,892.0,916.0
755,2x9iKuuxMHGDm12dmNfOAh,The Chevin,Q2410218,8737,90538,The Chevin (band),ok,3481,12,strict,UK003F,Leeds,True,3.9413623357117613,3.5417040232842885,3.851708573639332,-0.3100045503550435,907.0,891.0
756,1MZ8NERIuOS610KBhr6yna,Tygers Of Pan Tang,Q1753013,77762,89626,Tygers of Pan Tang,ok,64013,12,strict,UK013F,Newcastle,True,4.890767421900136,4.8062681810922925,4.530610032232387,0.2756581488599057,639.0,469.0
757,6lONz9iABy1tb7Nl9FAOZG,Jo Boxers,Q14158638,5236,89557,JoBoxers,ok,17530,12,excluded_no_defensible_fua,,,False,3.718999637878718,4.243781916093795,3.6927012520105675,0.5510806640832273,914.0,742.0
758,4YrURxtCHtPBfNDmMNp7IG,Cruel Youth,Q26905034,148564,89434,Cruel Youth,ok,24713,12,excluded_no_defensible_fua,,,False,5.171913584017542,4.39292546917228,4.731652287341472,-0.33872681816919226,481.0,678.0
759,0Z5FMozvx15nUSUA6a9kkU,The Comet Is Coming,Q21585350,188120,89284,The Comet Is Coming,ok,24901,12,excluded_no_defensible_fua,,,False,5.274434970074042,4.396216788290972,4.804963373982238,-0.408746585691266,423.0,676.0
760,1xdB9gS1NrKEYgZUEfoqIw,Idlewild,Q784088,72943,89257,Idlewild (band),ok,55897,12,strict,UK007F,Edinburgh,True,4.862983621010294,4.747388499864813,4.510742366444855,0.23664613341995722,650.0,504.0
761,3pvRbmrqOyFxB2Eext4Dki,Sons Of Kemet,Q17019747,163892,88881,Sons of Kemet,ok,31013,12,strict,UK001F,London,True,5.214557755030841,4.491543779150173,4.762146320207519,-0.2706025410573458,454.0,644.0
762,1NCLweIUpq8knzemBwAwoo,KOAN Sound,Q6334752,121601,88384,KOAN Sound,ok,8639,12,strict,UK011F,Bristol,True,5.084937146422704,3.936463474004747,4.6694570966843125,-0.7329936226795657,529.0,836.0
763,5TUa95aB5Vu2CzwCnZd6t0,TTNG,Q3990545,131854,88106,TTNG,ok,23565,12,strict,UK560F,Oxford,True,5.120093309340506,4.372267444095654,4.694596597863154,-0.32232915376749993,509.0,688.0
764,696uMzB97pg2uqfzmK3MvO,The Slow Show,Q27058585,43986,87963,The Slow Show,ok,8605,12,strict,UK008F,Manchester,True,4.64331446988973,3.934750874663579,4.353661148666275,-0.41891027400269554,760.0,837.0
765,4AAf6BI1IJxvkqv98mDHin,Bad Company UK,Q1982683,39243,87765,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
766,1nlqYzoK1LAlS8MmnUhfEs,All Angels,Q2577167,25936,87528,All Angels,ok,33979,12,excluded_no_defensible_fua,,,False,4.41390299750444,4.531210593459676,4.189613382874707,0.34159721058496917,845.0,625.0
767,7ubhUvkY7FB68rfzz7DmW4,Florence Black,Q139620902,33670,87365,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
768,2XddLUPFBmTonCFy8uB3uc,Swim Deep,Q15052678,86828,86770,Swim Deep,ok,11606,12,strict,UK002F,Birmingham,True,4.938659797579546,4.0646825662285115,4.564856956097914,-0.5001743898694029,603.0,803.0
769,478peoEkoKPsTgRiVzkvPl,Glasvegas,Q740692,64525,86543,Glasvegas,ok,24519,12,strict,UK004F,Glasgow,True,4.809728013215906,4.389502753638463,4.4726602976463585,-0.08315754400789555,677.0,680.0
770,1dip2dCkBIylIFyDfZQfFu,Gun,Q462960,42357,85826,Gun (band),ok,42086,12,strict,UK004F,Glasgow,True,4.626925192946684,4.6241376508495025,4.341941489498879,0.2821961613506234,767.0,573.0
771,3xrzXKnScjOEoy172vsJMW,Blackfield,Q880812,150969,85702,Blackfield,ok,26116,12,excluded_no_defensible_fua,,,False,5.178887778345454,4.416906659932426,4.736639400609151,-0.3197327406767245,475.0,675.0
772,6S3Z6Me30mtdm526H17v8k,Jockstrap,Q96384484,114087,85520,Jockstrap (band),ok,36328,12,strict,UK001F,London,True,5.057236160194566,4.560241488892911,4.649648650080922,-0.08940716118801184,539.0,610.0
773,2LrQtNcBWufq2AjaM6swf7,The Rumble Strips,Q7761824,17312,85506,The Rumble Strips,ok,3714,12,strict,UK516F,Plymouth,True,4.2383472434264755,3.5698418994037615,4.06407681345687,-0.4942349140531084,874.0,887.0
774,4gVommn6B9vUqdsfSwVaiv,Booze & Glory,Q17300304,80939,85412,Booze & Glory,ok,26884,12,excluded_no_defensible_fua,,,False,4.908157834387588,4.429493886728742,4.543045584321818,-0.11355169759307593,628.0,666.0
775,40ttEBZPhAHbXH6aUg4GkL,Magnetic Man,Q1884353,58622,83637,Magnetic Man,ok,9655,12,strict,UK001F,London,True,4.768060631129829,3.9847522781154137,4.442864747901031,-0.45811246978561737,700.0,821.0
776,1AzrlUnOS6dhH0iMV86ctS,Oi Va Voi,Q1747594,64804,83446,Oi Va Voi,ok,11893,12,strict,UK001F,London,True,4.811601813344563,4.075291418883302,4.474000216358574,-0.39870879747527166,676.0,800.0
777,3hsO9B2FiSAfdBddcNKZEV,Tenpole Tudor,Q649666,22883,83020,Tenpole Tudor,ok,42567,12,excluded_no_defensible_fua,,,False,4.359512960594626,4.629073043426928,4.150720105465324,0.4783529379616036,853.0,570.0
778,4v4qHupYi7eRJfkniHrp4Z,Young Guns,Q43843,92090,82953,Young Guns (band),ok,15624,12,excluded_no_defensible_fua,,,False,4.96421247296982,4.193792230279798,4.583129186619724,-0.3893369563399256,591.0,762.0
779,4qNZw759AdHSMugyDMrIlF,Let's Eat Grandma,Q24901294,113814,81221,Let's Eat Grandma,ok,57139,12,strict,UK566F,Norwich,True,5.056195686916524,4.756932635446756,4.6489046274962895,0.10802800795046608,541.0,498.0
780,0U04xAocTetRnA7v3TYQ2i,Babe Ruth,Q797616,26531,80353,Babe Ruth (band),ok,42163,12,strict,UK001F,London,True,4.423753619612828,4.624931504412578,4.196657374754172,0.42827412965840583,842.0,572.0
781,7xytG2E40s4GeukvZCGqGP,Massive Wagons,Q59661769,29902,80248,Massive Wagons,ok,13419,12,excluded_no_defensible_fua,,,False,4.475700237151028,4.127720152892319,4.233803409601369,-0.1060832567090495,821.0,790.0
782,6DVVsQAnpHdJjb1nYuOQ6g,65daysofstatic,Q254285,147863,79997,65daysofstatic,ok,24078,12,strict,UK010F,Sheffield,True,5.1698595133739325,4.381620410117482,4.730183460624314,-0.348563050506832,483.0,683.0
783,6g8Jqb5JMfv92eB2r0awTN,Arab Strap,Q2632762,87017,79984,Arab Strap,ok,57508,12,strict,UK551F,Falkirk,True,4.939604106468712,4.759728264066732,4.565532213363274,0.19419605070345813,601.0,496.0
784,5kH36nIamlV0iSe6ESDWvb,Slowly Rolling Camera,Q25080052,30422,79752,Slowly Rolling Camera,ok,1769,12,excluded_no_defensible_fua,,,False,4.483187761998763,3.2477278329097232,4.239157595727321,-0.9914297628175981,818.0,915.0
785,7bHTSvk96ULRLZPZr1SoCZ,Mallory Knox,Q15044899,81280,79587,Mallory Knox,ok,9893,12,strict,UK017F,Cambridge,True,4.909983694939844,3.9953280090774097,4.544351222357833,-0.5490232132804236,625.0,818.0
786,6WVnBgqJfj9Iw9gpBed9fJ,Alien Sex Fiend,Q1541561,163266,79219,Alien Sex Fiend,ok,45730,12,strict,UK001F,London,True,5.212895752711056,4.660201201380682,4.760957854066457,-0.10075665268577527,455.0,560.0
787,0IzJYdxaNLwrC7diSCu0iY,Geordie,Q499366,31989,79034,Geordie (band),ok,86014,12,strict,UK013F,Newcastle,True,4.50500066392687,4.934569144591319,4.25475558561654,0.6798135589747787,809.0,406.0
788,0f2HTJx4jowMoiHBH4GzdU,Brothers In Rhythm,Q2053844,8893,78778,Brothers in Rhythm,ok,8262,12,excluded_no_defensible_fua,,,False,3.949048292315664,3.9170851906405675,3.857204654527229,0.05988053611333832,905.0,838.0
789,1Yc03TvBp08WN2oHVuvewX,Destructive Tendencies,Q56309814,21596,77543,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
790,5SRhOM75OnwuXH8BmCxD5a,Discharge,Q1228418,153668,77256,Discharge (band),ok,104308,12,strict,UK027F,Stoke-on-Trent,True,5.186583438935476,5.018317618326985,4.74214242063233,0.2761751976946547,472.0,354.0
791,4J6CnIqPEtWYn3la2YYj2c,Ibibio Sound Machine,Q39016670,63292,77200,Ibibio Sound Machine,ok,8815,12,excluded_no_defensible_fua,,,False,4.801348819410368,3.945222316635341,4.466668496065378,-0.5214461794300376,684.0,833.0
792,1U8nnmbuPk1EpoO7MVgIeT,GLXY,Q57298698,26211,77107,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
793,2M0T4a1pkOC5nifN9W6e9e,LFO,Q1798055,57583,76989,LFO (British band),ok,26359,12,strict,UK003F,Leeds,True,4.760294287313613,4.420928930098001,4.437311183651726,-0.0163822535537248,703.0,671.0
794,3CI0BdDDxe6D21RmqTB5fn,Fightstar,Q1357682,84003,76830,Fightstar,ok,76253,12,strict,UK001F,London,True,4.924294796302125,4.882256934678704,4.554584817827531,0.3276721168511729,608.0,432.0
795,4Xxkt0tSJr1uNxGDZcJLRc,VANT,Q23057717,51789,76495,Vant (band),ok,3217,12,excluded_no_defensible_fua,,,False,4.7142375252547195,3.50745106090197,4.404376872055199,-0.896925811153229,725.0,892.0
796,6XiSck3QPuXk7ho6zlDz3P,The Bees,Q3519919,43938,76473,The Bees (English band),ok,14526,12,excluded_no_defensible_fua,,,False,4.642840284520495,4.162146039825377,4.353322067758135,-0.1911760279327579,761.0,780.0
797,7823Dim2TzjiQQ9wRQxyi9,Wizzard,Q426015,54270,75390,Wizzard,ok,104664,12,strict,UK002F,Birmingham,True,4.734559821579476,5.019797328385033,4.418908958324326,0.6008883700607068,712.0,353.0
798,6D3PbIyyqH2NaqPZSE6X5N,Acrania,Q18702196,88105,75245,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
799,1iNGtKXGyniqwVhXfbKpk8,Re-Flex,Q387754,9830,75009,Re-Flex,ok,16733,12,excluded_no_defensible_fua,,,False,3.9925535178321354,4.223573811054687,3.8883144110360455,0.33525940001864196,898.0,750.0
800,14IKysoZ0qyGRsIiTk1Ase,999,Q277297,57492,74540,999 (band),ok,30761,12,strict,UK001F,London,True,4.75960741690577,4.4880004497062025,4.436820015731381,0.05118043397482186,704.0,646.0
801,6pM5NZalHT5nD9vDEz2Ukx,Curse of Lono,Q64604786,8834,74421,Curse of Lono,ok,4786,12,excluded_no_defensible_fua,,,False,3.9461573949223725,3.6799726942774185,3.8551374289714575,-0.17516473469403904,906.0,876.0
802,7EnAgffrVyerTWH628TJ6f,Nitzer Ebb,Q580943,106978,73454,Nitzer Ebb,ok,62924,12,strict,UK001F,London,True,5.029294474311634,4.7988163223859495,4.629668083747926,0.16914823863802386,553.0,478.0
803,3m8KqUjgKDwmJ9L9uBHMMs,Fields Of The Nephilim,Q378948,150339,73403,Fields of the Nephilim,ok,74384,12,strict,UK021F,Stevenage,True,5.177071657151753,4.871479528839012,4.735340727002571,0.13613880183644067,476.0,437.0
804,0q74f5UdR3j14Lis4AKKxq,ROAM,Q22080536,61923,73324,Roam (band),ok,3584,12,excluded_no_defensible_fua,,,False,4.791851988564446,3.5543680009900878,4.459877493565915,-0.9055094925758271,689.0,889.0
805,34nBPbcVc9F9eizQC4a5aT,Spector,Q7575150,52673,73172,Spector (band),ok,12463,12,strict,UK001F,London,True,4.721588054380683,4.095622595021622,4.409633095154953,-0.31401050013333087,722.0,796.0
806,4TvQ6wnXv3aDNv29JH6App,Red Box,Q2135903,8971,72793,Red Box (band),ok,20424,12,strict,UK001F,London,True,3.9528408566757016,4.3101408017961935,3.8599166449234206,0.45022415687277295,904.0,713.0
807,7aUVQRiWaOqZU0JwOlGfWi,Chicken Shack,Q968313,49482,72185,Chicken Shack,ok,63938,12,excluded_no_defensible_fua,,,False,4.694447244946774,4.805759047285239,4.390225220286647,0.4155338269985922,737.0,470.0
808,0lqPfG8vAR30UX3cWDbCEn,Friedberg,Q131406896,18259,71589,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
809,1khU7sW2d95qMTDnyDfzBT,Talisk,Q60754147,53905,71444,Talisk,ok,14742,12,excluded_no_defensible_fua,,,False,4.731629050375942,4.168556406863725,4.416813219767805,-0.24825681290408053,716.0,775.0
810,6Mz4vAfXG0tJgUcOQL6zy5,Fast Food Rockers,Q5436929,14803,71392,Fast Food Rockers,ok,15204,12,excluded_no_defensible_fua,,,False,4.170349739139184,4.181957860931067,4.015453095812103,0.1665047651189635,881.0,770.0
811,64qK94JPWEI7HovDpzLBej,Let Loose,Q6532821,12222,71261,Let Loose,ok,19196,12,excluded_no_defensible_fua,,,False,4.087142279383808,4.283210741260384,3.955953029280397,0.3272577119799873,888.0,726.0
812,0n2Uel3CvQrmMsYLEfpO3s,Nektar,Q1748178,73112,70557,Nektar,ok,52563,12,excluded_non_uk,,,False,4.8639886643186045,4.7206801443421424,4.511461053734283,0.20921909060785904,649.0,522.0
813,6GUoU3k0b3qF1T06UvyAhk,Lund Quartet,Q106906676,18542,70363,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
814,5fLbJGzlYux3GBwTifMMvR,Nine Black Alps,Q1141817,20771,69153,Nine Black Alps,ok,7242,12,strict,UK008F,Manchester,True,4.317457405732373,3.859858520480993,4.120646980775682,-0.26078846029468883,862.0,852.0
815,2qe52cWdi4IRtgg14CLInb,Delta 5,Q5254556,43118,68871,Delta 5,ok,17578,12,strict,UK003F,Leeds,True,4.634658608182672,4.244969460136198,4.347471507148875,-0.10250204701267762,763.0,740.0
816,3HBxYEtI2i43MzWyTXupVv,A,Q300307,22067,68849,A (band),ok,40362,12,excluded_no_defensible_fua,,,False,4.3437432950100945,4.605972678066446,4.139443518555678,0.4665291595107677,856.0,583.0
817,5Rsu72e1qrjIUtxH6Zmy9K,Gene,Q3100438,46149,68357,Gene (band),ok,46533,12,strict,UK001F,London,True,4.664162294761991,4.667761052564346,4.368569030370483,0.2991920221938633,753.0,552.0
818,52pNByiBWx6SVMMqqcCA74,The Magic Gang,Q123560878,82851,68131,The Magic Gang,ok,3840,12,strict,UK515F,Brighton and Hove,True,4.918297754660738,3.584331224367531,4.550296447797909,-0.9659652234303784,616.0,886.0
819,6fD5uxjcSC0aF0FO61e5id,Death Of Guitar Pop,Q136309656,16112,68122,Death of Guitar Pop,ok,3214,10,excluded_no_defensible_fua,,,False,4.207149453209543,3.5070458724273257,4.041767869054445,-0.5347219966271197,877.0,893.0
820,5JEhWD9S2znCiQRiGj2OUk,Lords Of The New Church,Q1269551,65749,67975,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
821,7zUgfhtNGSNLMl2ydFse4S,B-Movie,Q795108,18419,67864,B-Movie (band),ok,14420,12,strict,UK046F,Mansfield,True,4.265266047887377,4.15896526038341,4.0833259368057435,0.07563932357766667,867.0,781.0
822,7eD005d7pGOEYD3eWVRecb,Fastway,Q1397838,41478,67660,Fastway (band),ok,63407,12,excluded_no_defensible_fua,,,False,4.617817807266077,4.802137205729665,4.335428971804923,0.46670823392474237,770.0,474.0
823,1UzKSuyOqKgUupcNNEtnF1,Stornoway,Q956521,54281,67498,Stornoway (band),ok,18075,12,strict,UK560F,Oxford,True,4.734647839917719,4.257078305966568,4.418971898558253,-0.16189359259168423,711.0,734.0
824,5ztBFCBEL7OtjdAt98RnD4,Fat White Family,Q22312871,101328,66984,Fat White Family,ok,51039,12,strict,UK001F,London,True,5.005729470683244,4.707902156725323,4.612817199370117,0.09508495735520661,569.0,530.0
825,4OrrjMGltjy6ojX6034f8u,Steeleye Span,Q1413921,64810,66623,Steeleye Span,ok,107154,12,strict,UK001F,London,True,4.811642021453151,5.03000838765506,4.47402896840969,0.5559794192453698,675.0,348.0
826,3wChfsJPsUnjVHXc79wRN1,Shampoo,Q1352141,18368,66590,Shampoo (duo),ok,29203,12,strict,UK001F,London,True,4.26406187071788,4.465427468452574,4.082464852692471,0.3829626157601025,868.0,651.0
827,7icDkrFloDss50hoqQ3Kkj,Clinic,Q1993229,54069,66575,Clinic (band),ok,15541,12,excluded_no_defensible_fua,,,False,4.732948337422897,4.191478960443599,4.4177566167576785,-0.22627765631407915,713.0,763.0
828,4YXRO4slasYnty9nb73LrO,Monarchy,Q6898056,28175,66523,Monarchy (band),ok,2276,12,strict,UK001F,London,True,4.449863924718144,3.3571722577230334,4.215328355643347,-0.8581560979203138,834.0,905.0
829,4trP4C2bZ0TqMUxw0tLRAZ,Coach Party,Q111839829,23297,65798,Coach Party,ok,11187,12,excluded_no_defensible_fua,,,False,4.367299999681404,4.04871363808097,4.156288468507658,-0.1075748304266888,851.0,808.0
830,5dEFm1RwaTSXpQSpzpYKF2,Blazin' Squad,Q444431,28124,65260,Blazin' Squad,ok,42056,12,strict,UK001F,London,True,4.449077089263317,4.623827964010369,4.214765704625645,0.40906225938472396,835.0,574.0
831,5MHQO0sz5J0VX7jjuL2dUg,Liverpool Express,Q6658445,9057,65090,Liverpool Express,ok,9468,12,excluded_no_defensible_fua,,,False,3.95698436774276,3.9762582492570453,3.8628795906123,0.11337865864474539,903.0,826.0
832,20X39VOcF5zEpkOx6WrXlY,Total Science,Q2012126,32379,64875,Total Science,ok,5810,12,excluded_no_defensible_fua,,,False,4.510263431780287,3.7641761323903307,4.258518890473338,-0.49434275808300754,807.0,867.0
833,0BV7lpkyFTbzzML7DuUnpZ,McAlmont & Butler,Q6136420,23609,64384,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
834,40jiZfvsiAi1aIarh5Z3d3,TNGHT,Q7670867,43060,63726,TNGHT,ok,7013,12,excluded_no_defensible_fua,,,False,4.634074025487468,3.8459038388987827,4.347053483219769,-0.5011496443209862,764.0,855.0
835,4EfSXeVFbCEYIde3E9k4wr,Cockney Rejects,Q973104,81884,63708,Cockney Rejects,ok,36627,12,strict,UK001F,London,True,4.913199049616955,4.5638013484542865,4.54665046112529,0.017150887328996944,619.0,606.0
836,7a2sloQlmdKSmj3fwMMpg9,The Meteors,Q2412878,84863,63611,The Meteors,ok,26172,12,excluded_no_defensible_fua,,,False,4.928718380487588,4.417836911626325,4.557748038458439,-0.13991112683211426,605.0,674.0
837,5aBEGOeWQCJfptic9xyaAb,Tones On Tail,Q2654513,80787,63031,Tones on Tail,ok,27647,12,strict,UK528F,Northampton,True,4.907341481040735,4.441648012525648,4.542461825622851,-0.10081381309720339,629.0,661.0
838,3oi0s3WIuxBU5oh87n7za2,Psychic TV,Q2115954,88107,62944,Psychic TV,ok,68640,12,strict,UK001F,London,True,4.945010413980781,4.836577274840649,4.569398160690649,0.2671791141500002,600.0,460.0
839,1eSFjbv86usit5ZF5ywtLf,808INK,Q127505000,23996,62895,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
840,0xBhUB0EfzvchYnaIWkdBw,Ward Thomas,Q19604613,47170,62236,Ward Thomas (band),ok,15443,12,excluded_no_defensible_fua,,,False,4.6736658762457015,4.188731671445743,4.375364860122199,-0.1866331886764554,747.0,765.0
841,70e4IgnWAQfPPxKnD9jXDr,Eddie & The Hot Rods,Q1282674,41923,61901,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
842,3nutnJ57QnbWEdCWn2EyWo,Orange Goblin,Q1671193,153342,61406,Orange Goblin,ok,33060,12,strict,UK001F,London,True,5.185661123347628,4.519302849235428,4.741482890357021,-0.22218004112159306,473.0,629.0
843,55wOEGTc3QKwBJ9gntcOxT,Pentangle,Q1427551,69361,61364,Pentangle (band),ok,122951,12,strict,UK001F,London,True,4.841115345877485,5.089732065345706,4.495104780233703,0.5946272851120034,660.0,317.0
844,6l3BRLCpzfC8yxqf9thWAg,Yuck,Q2683245,103291,61077,Yuck (band),ok,16417,12,strict,UK001F,London,True,5.0140624820170325,4.215293798186514,4.618775976746899,-0.4034821785603846,562.0,756.0
845,2BLpGstUHxDc6vHfBEiaXm,The Move,Q1133828,76938,60997,The Move,ok,153851,12,strict,UK002F,Birmingham,True,4.886140892651156,5.187100323417865,4.5273016894595814,0.6597986339582835,642.0,258.0
846,37KB5e6cGsN1AQAB9Omm1U,Coil,Q1107195,118774,60925,Coil (band),ok,135420,12,strict,UK001F,London,True,5.0747213826289395,5.131682809461406,4.662151998954035,0.4695308105073712,532.0,288.0
847,4NZM5xKuDpGc4vEHDwGO1Q,DJ Food,Q3011302,53172,60881,DJ Food,ok,8668,12,strict,UK001F,London,True,4.725682996079237,3.9379189026477803,4.412561309815318,-0.47464240716753725,721.0,835.0
848,5RFBPz01PqvSQ1QhEgaxOp,Carter The Unstoppable Sex Machine,Q251289,51170,60865,Carter the Unstoppable Sex Machine,ok,49370,12,strict,UK001F,London,True,4.709015416972117,4.693463127219531,4.4006426420815385,0.29282048513799275,727.0,537.0
849,5YE3Wwk5wqQmFXM5qyaM6u,Spooky Tooth,Q1455057,90633,60855,Spooky Tooth,ok,102809,12,excluded_missing_population,,,False,4.957286355606784,5.012031134885411,4.578176452272123,0.43385468261328786,594.0,356.0
850,7vrrJ5YlL3I8XUrh1ktGJV,Anaal Nathrakh,Q483140,127543,60506,Anaal Nathrakh,ok,45738,12,strict,UK002F,Birmingham,True,5.1056566280199265,4.660277170153676,4.684273202561857,-0.023996032408181378,518.0,559.0
851,5A0MH7JfEBEMySevsmauds,Soft Machine,Q729505,157739,59575,Soft Machine,ok,177938,12,excluded_no_defensible_fua,,,False,5.197939083251395,5.250268704846132,4.750262625170408,0.5000060796757237,463.0,231.0
852,6EkvDqOOEX08BotcQppKoD,Wolf Gang,Q1332142,60865,59456,Wolf Gang,ok,5817,12,strict,UK001F,London,True,4.784367626352988,3.7646990637983677,4.454525568980808,-0.6898265051824399,692.0,866.0
853,4t7bXPFEPe0pu1ozhdDLOp,The Raincoats,Q2581513,110415,59262,The Raincoats,ok,132116,12,excluded_no_defensible_fua,,,False,5.043028076787321,5.120955416334657,4.6394887207848665,0.4814666955497904,546.0,296.0
854,7AvR99Z6y7N5BWF7VdY3bo,Dollar,Q5289199,24921,59067,Dollar (group),ok,71931,12,excluded_no_defensible_fua,,,False,4.396565465184899,4.856916097996645,4.177215644384179,0.6797004536124653,846.0,446.0
855,3FIsBWNLmqLvTQnhJLAWUJ,Ex:Re,Q60618120,96459,58725,Ex:Re,ok,18055,12,excluded_no_defensible_fua,,,False,4.984342755235324,4.256597492762846,4.5975239672994945,-0.3409264745366487,577.0,735.0
856,0AJUYWKztkg5dnrHDIBv47,MiC LOWRY,Q28961287,51320,58089,Mic Lowry,ok,3574,12,excluded_no_defensible_fua,,,False,4.710286647702891,3.5531545481696254,4.401551674916823,-0.8483971267471979,726.0,890.0
857,4D5VLxuFvZ058Z5S8YmE47,DC Breaks,Q5204582,47001,57873,DC Breaks,ok,1180,12,excluded_no_defensible_fua,,,False,4.672107098145544,3.0718820073061255,4.374250207650651,-1.3023682003445258,749.0,920.0
858,0LpwbxbT8dPiqUnul4ngzu,Gallows,Q1492599,78412,56900,Gallows (band),ok,37782,12,strict,UK001F,London,True,4.894382531242878,4.577284943685706,4.533195127932279,0.044089815753427075,635.0,598.0
859,7tI1ZOOgocYZT2O5M8iBz8,Demon,Q1186426,32960,56564,Demon (band),ok,22289,12,strict,UK027F,Stoke-on-Trent,True,4.517987203025078,4.3480905842171556,4.264042011889277,0.08404857232787855,805.0,701.0
860,0OE30pXmzCwTxhoAFtCs8u,Die So Fluid,Q1216293,35260,56461,Die So Fluid,ok,5251,12,excluded_no_defensible_fua,,,False,4.547282307963303,3.720242018287057,4.284990382359931,-0.5647483640728739,796.0,871.0
861,1Lx9Dy5gi2OLlJBBs7GYO7,Benediction,Q250319,106195,56352,Benediction (band),ok,26401,12,strict,UK002F,Birmingham,True,5.026104069254597,4.421620377106833,4.627386685977643,-0.20576630887081038,557.0,670.0
862,2k4duorvZ5lTq33ljpT0sc,Antimatter,Q577837,97021,56130,Antimatter (band),ok,15248,12,strict,UK006F,Liverpool,True,4.986865746606719,4.183212883294251,4.5993281102801635,-0.4161152269859123,574.0,768.0
863,5dUIQXIt7WeBKpETFZyTFW,Jack Beats,Q7205605,33729,56114,Jack Beats,ok,2368,12,strict,UK001F,London,True,4.528003465383692,3.374381698050882,4.271204449950583,-0.8968227518997005,801.0,904.0
864,1UYhxPY1oqFUg1HfF8nV3k,Throbbing Gristle,Q1165655,131943,56065,Throbbing Gristle,ok,189535,12,strict,UK026F,Hull,True,5.120386354449859,5.277689419598641,4.69480614882835,0.5828832707702905,508.0,219.0
865,5A4ebXQf38xWIq0xSWLhsS,Godflesh,Q1533787,105031,55777,Godflesh,ok,97386,12,strict,UK002F,Birmingham,True,5.021317500421517,4.9884965281336635,4.623963901952459,0.3645326261812043,559.0,372.0
866,6WEyPcf9ezhNLm1xOBjbwH,Crippled Black Phoenix,Q599433,74210,55554,Crippled Black Phoenix,ok,26953,12,excluded_no_defensible_fua,,,False,4.87046243158892,4.430607111301399,4.516090321163273,-0.08548320986187363,648.0,664.0
867,06Rbwc8jaQ1d5fDPZiasE0,The Colourfield,Q7726877,28746,55168,The Colourfield,ok,30054,12,strict,UK025F,Coventry,True,4.458577421241789,4.477902282073158,4.221559210718178,0.2563430713549799,831.0,648.0
868,38bfc5BSVq6sVAssDmdc8N,Breton,Q2924565,29508,55107,Breton (band),ok,2965,12,excluded_no_defensible_fua,,,False,4.469939774786342,3.4720246977002813,4.229684212897613,-0.7576595151973318,825.0,897.0
869,148ujrGRexnhpqhRiw0rDi,IS TROPICAL,Q3154713,43588,54757,Is Tropical,ok,1814,12,excluded_no_defensible_fua,,,False,4.639366942225053,3.2586372827240764,4.350838346968271,-1.092201064244195,762.0,913.0
870,0Sd7X8SxWV0AyDLbvd4uEu,Swervedriver,Q924292,81061,54373,Swervedriver,ok,46917,12,strict,UK560F,Oxford,True,4.908811957064237,4.671330234366344,4.543513334964548,0.12781689940179675,626.0,549.0
871,47meGvCz0CZklN50dgzjmL,She Drew The Gun,Q65059746,34269,54246,She Drew the Gun,ok,5013,12,excluded_no_defensible_fua,,,False,4.534901431514244,3.7000977046130537,4.276137053889076,-0.5760393492760221,798.0,874.0
872,4M2H1fDQR5ygAi7MMOVxAA,The Whip,Q1078032,29678,54058,The Whip (band),ok,5678,12,strict,UK008F,Manchester,True,4.47243463049411,3.7541953881898382,4.231468236602166,-0.47727284841232764,824.0,868.0
873,78OgxRnIdBCdFBmKhP2Fz2,Skeletal Family,Q1137836,77225,53859,Skeletal Family,ok,15631,12,strict,UK003F,Leeds,True,4.887757916973488,4.193986763085695,4.5284579926930295,-0.33447122960733466,640.0,761.0
874,3jNwnthjUjHYvjyvRGfWuQ,Terrorvision,Q4992961,36238,53778,Terrorvision,ok,37423,12,strict,UK003F,Leeds,True,4.5591642206567515,4.573138599604978,4.2934869113714225,0.2796516882335558,793.0,602.0
875,25w2vpqq7dYleBAqMx7Ijx,Zoot Woman,Q153566,29473,53078,Zoot Woman,ok,7081,12,excluded_no_defensible_fua,,,False,4.469424344100161,3.8500945943867007,4.229315638250455,-0.3792210438637542,826.0,854.0
