popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,monthly_listeners,followers,wikidata_name,inception_year,genre_qids,genre_labels,genre_families,record_label_qids,record_label_names,member_qids,member_names,enwiki_title,mapping_tier,fua_code,study_city_label,population,mapped_fua,has_genre,has_inception_year,formation_decade
765,0IzJYdxaNLwrC7diSCu0iY,Geordie,Q499366,79034,31989,Geordie,1972.0,Q7749,rock and roll,Rock and indie,Q2137237,Regal Zonophone,Q295948,Brian Johnson,Geordie (band),strict,UK013F,Newcastle,1173303.0,True,True,True,1970
766,0f2HTJx4jowMoiHBH4GzdU,Brothers In Rhythm,Q2053844,78778,8893,Brothers in Rhythm,,,,,,,,,Brothers in Rhythm,excluded_no_defensible_fua,,,,False,False,False,
767,1Yc03TvBp08WN2oHVuvewX,Destructive Tendencies,Q56309814,77543,21596,Destructive Tendencies,,,,,,,,,,excluded_no_defensible_fua,,,,False,False,False,
768,5SRhOM75OnwuXH8BmCxD5a,Discharge,Q1228418,77256,153668,Discharge,1977.0,Q10922,hardcore punk,Punk and new wave,Q1347984,Sanctuary Records,,,Discharge (band),strict,UK027F,Stoke-on-Trent,477116.0,True,True,True,1970
769,4J6CnIqPEtWYn3la2YYj2c,Ibibio Sound Machine,Q39016670,77200,63292,Ibibio Sound Machine,,,,,Q1921640,Merge Records,,,Ibibio Sound Machine,excluded_no_defensible_fua,,,,False,False,False,
770,1U8nnmbuPk1EpoO7MVgIeT,GLXY,Q57298698,77107,26211,GLXY,,,,,,,,,,excluded_no_defensible_fua,,,,False,False,False,
771,2M0T4a1pkOC5nifN9W6e9e,LFO,Q1798055,76989,57583,LFO,1988.0,Q170611|Q817138,electronica|techno,Electronic and dance,Q1644016|Q543707,Tommy Boy Records|Warp,Q2271386|Q5569354,Gez Varley|Mark Bell,LFO (British band),strict,UK003F,Leeds,2969034.0,True,True,True,1980
772,3CI0BdDDxe6D21RmqTB5fn,Fightstar,Q1357682,76830,84003,Fightstar,2003.0,Q11366,alternative rock,Rock and indie,Q190585|Q1973834,Island Records|Play It Again Sam,Q470996,Charlie Simpson,Fightstar,strict,UK001F,London,12274097.0,True,True,True,2000
773,4Xxkt0tSJr1uNxGDZcJLRc,VANT,Q23057717,76495,51789,VANT,2014.0,Q3071,punk rock,Punk and new wave,Q208909,Parlophone,,,Vant (band),excluded_no_defensible_fua,,,,False,True,True,2010
774,6XiSck3QPuXk7ho6zlDz3P,The Bees,Q3519919,76473,43938,The Bees,2001.0,Q183504|Q206159,indie rock|psychedelic rock,Rock and indie,Q1200368|Q203059,Astralwerks|Virgin Records,,,The Bees (English band),excluded_no_defensible_fua,,,,False,True,True,2000
775,7823Dim2TzjiQQ9wRQxyi9,Wizzard,Q426015,75390,54270,Wizzard,1972.0,Q76092,glam rock,Rock and indie,Q183412|Q3177785|Q843402,EMI|Jet Records|Warner Bros. Records,Q918484,Roy Wood,Wizzard,strict,UK002F,Birmingham,3135994.0,True,True,True,1970
776,6D3PbIyyqH2NaqPZSE6X5N,Acrania,Q18702196,75245,88105,Acrania,,Q483251,death metal,Metal,,,,,,excluded_no_defensible_fua,,,,False,True,False,
777,1iNGtKXGyniqwVhXfbKpk8,Re-Flex,Q387754,75009,9830,Re-Flex,1981.0,Q187760,new wave,Punk and new wave,Q193023|Q55965015,Capitol Records|EMI,Q104179376|Q713198|Q7181933,Mark King|Paul Fishman|Phil Gould,Re-Flex,excluded_no_defensible_fua,,,,False,True,True,1980
778,14IKysoZ0qyGRsIiTk1Ase,999,Q277297,74540,57492,999,1977.0,Q3071,punk rock,Punk and new wave,Q1542119,United Artists Records,,,999 (band),strict,UK001F,London,12274097.0,True,True,True,1970
779,6pM5NZalHT5nD9vDEz2Ukx,Curse of Lono,Q64604786,74421,8834,Curse of Lono,,,,,,,,,Curse of Lono,excluded_no_defensible_fua,,,,False,False,False,
780,7EnAgffrVyerTWH628TJ6f,Nitzer Ebb,Q580943,73454,106978,Nitzer Ebb,1982.0,Q170611|Q372103,electronic body music|techno,Electronic and dance,Q240804,Mute Records,,,Nitzer Ebb,strict,UK001F,London,12274097.0,True,True,True,1980
781,3m8KqUjgKDwmJ9L9uBHMMs,Fields Of The Nephilim,Q378948,73403,150339,Fields of the Nephilim,1984.0,Q485395,gothic rock,Punk and new wave,Q126039|Q183412|Q6312892|Q694052|Q7532146,Beggars Banquet Records|EMI|Jungle Records|SPV GmbH|Situation Two,Q2145719,Carl McCoy,Fields of the Nephilim,strict,UK021F,Stevenage,89360.0,True,True,True,1980
782,0q74f5UdR3j14Lis4AKKxq,ROAM,Q22080536,73324,61923,Roam,2012.0,,,,Q942820,Hopeless Records,,,Roam (band),excluded_no_defensible_fua,,,,False,False,True,2010
783,34nBPbcVc9F9eizQC4a5aT,Spector,Q7575150,73172,52673,Spector,2011.0,Q183504,indie rock,Rock and indie,Q2481499,Fiction Records,,,Spector (band),strict,UK001F,London,12274097.0,True,True,True,2010
784,4TvQ6wnXv3aDNv29JH6App,Red Box,Q2135903,72793,8971,Red Box,1983.0,Q187760|Q217467,art rock|new wave,Punk and new wave|Rock and indie,Q843402,Warner Bros. Records,Q7519910,Simon Toulson-Clarke,Red Box (band),strict,UK001F,London,12274097.0,True,True,True,1980
785,7aUVQRiWaOqZU0JwOlGfWi,Chicken Shack,Q968313,72185,49482,Chicken Shack,1965.0,Q9759,blues,Other genres,Q2733913|Q885732,Blue Horizon|Deram,,,Chicken Shack,excluded_no_defensible_fua,,,,False,True,True,1960
786,1khU7sW2d95qMTDnyDfzBT,Talisk,Q60754147,71444,53905,Talisk,2014.0,Q17018487|Q854451,Celtic music|Scottish folk music,Other genres,,,,,Talisk,excluded_no_defensible_fua,,,,False,True,True,2010
787,6Mz4vAfXG0tJgUcOQL6zy5,Fast Food Rockers,Q5436929,71392,14803,Fast Food Rockers,2003.0,Q1151663|Q37073|Q997481,bubblegum music|novelty music|pop music,"Other genres|Pop, soul and R&B",,,,,Fast Food Rockers,excluded_no_defensible_fua,,,,False,True,True,2000
788,64qK94JPWEI7HovDpzLBej,Let Loose,Q6532821,71261,12222,Let Loose,1993.0,Q37073,pop music,"Pop, soul and R&B",Q165745,Mercury Records,,,Let Loose,excluded_no_defensible_fua,,,,False,True,True,1990
789,0n2Uel3CvQrmMsYLEfpO3s,Nektar,Q1748178,70557,73112,Nektar,1969.0,Q49451,progressive rock,Rock and indie,Q1542119,United Artists Records,Q67376152|Q67376796|Q67377363|Q67377908,Allan Freeman|Derek Moore|Ron Howden|Roye Albrighton,Nektar,excluded_non_uk,,,,False,True,True,1960
790,6GUoU3k0b3qF1T06UvyAhk,Lund Quartet,Q106906676,70363,18542,Lund Quartet,,Q8341,jazz,Other genres,,,,,,excluded_no_defensible_fua,,,,False,True,False,
791,5fLbJGzlYux3GBwTifMMvR,Nine Black Alps,Q1141817,69153,20771,Nine Black Alps,2003.0,Q11366|Q183504,alternative rock|indie rock,Rock and indie,Q190585,Island Records,,,Nine Black Alps,strict,UK008F,Manchester,3432092.0,True,True,True,2000
792,2qe52cWdi4IRtgg14CLInb,Delta 5,Q5254556,68871,43118,Delta 5,1979.0,Q3071,punk rock,Punk and new wave,Q385558,Rough Trade,,,Delta 5,strict,UK003F,Leeds,2969034.0,True,True,True,1970
793,3HBxYEtI2i43MzWyTXupVv,A,Q300307,68849,22067,A,1995.0,Q11366|Q183504,alternative rock|indie rock,Rock and indie,Q843402,Warner Bros. Records,Q4679599|Q6163251,Adam Perry|Jason Perry,A (band),excluded_no_defensible_fua,,,,False,True,True,1990
794,5Rsu72e1qrjIUtxH6Zmy9K,Gene,Q3100438,68357,46149,Gene,1993.0,Q183504,indie rock,Rock and indie,Q155152,Polydor Records,Q6776485,Martin Rossiter,Gene (band),strict,UK001F,London,12274097.0,True,True,True,1990
795,52pNByiBWx6SVMMqqcCA74,The Magic Gang,Q123560878,68131,82851,The Magic Gang,2013.0,,,,,,,,The Magic Gang,strict,UK515F,Brighton and Hove,441252.0,True,False,True,2010
796,6fD5uxjcSC0aF0FO61e5id,Death Of Guitar Pop,Q136309656,68122,16112,Death of Guitar Pop,,,,,,,,,Death of Guitar Pop,excluded_no_defensible_fua,,,,False,False,False,
797,7zUgfhtNGSNLMl2ydFse4S,B-Movie,Q795108,67864,18419,B-Movie,,Q1298934,synth-pop,Electronic and dance,Q2733913|Q3489789,Deram|Some Bizzare,,,B-Movie (band),strict,UK046F,Mansfield,110592.0,True,True,False,
798,7eD005d7pGOEYD3eWVRecb,Fastway,Q1397838,67660,41478,Fastway,1983.0,Q83270,hard rock,Rock and indie,Q330629,Sony Music,Q980220,Eddie Clarke,Fastway (band),excluded_no_defensible_fua,,,,False,True,True,1980
799,1UzKSuyOqKgUupcNNEtnF1,Stornoway,Q956521,67498,54281,Stornoway,2006.0,Q1317816,indie folk,Other genres,Q238095|Q2996526,4AD|Cooking Vinyl,,,Stornoway (band),strict,UK560F,Oxford,576725.0,True,True,True,2000
800,5ztBFCBEL7OtjdAt98RnD4,Fat White Family,Q22312871,66984,101328,Fat White Family,2011.0,Q598929,post-punk,Punk and new wave,Q1397914,Fat Possum Records,,,Fat White Family,strict,UK001F,London,12274097.0,True,True,True,2010
801,4OrrjMGltjy6ojX6034f8u,Steeleye Span,Q1413921,66623,64810,Steeleye Span,1969.0,Q1500364|Q186472,folk rock|psychedelic folk,Other genres,Q1088453|Q7137957,Chrysalis Records|Park Records,,,Steeleye Span,strict,UK001F,London,12274097.0,True,True,True,1960
802,3wChfsJPsUnjVHXc79wRN1,Shampoo,Q1352141,66590,18368,Shampoo,,Q484641,pop rock,"Pop, soul and R&B",Q5465369,Food Records,,,Shampoo (duo),strict,UK001F,London,12274097.0,True,True,False,
803,7icDkrFloDss50hoqQ3Kkj,Clinic,Q1993229,66575,54069,Clinic,1997.0,Q3071,punk rock,Punk and new wave,Q1238400|Q3416359,Domino Recording Company|Radar Records,,,Clinic (band),strict,UK006F,Liverpool,1540817.0,True,True,True,1990
804,4YXRO4slasYnty9nb73LrO,Monarchy,Q6898056,66523,28175,Monarchy,2009.0,Q1298934,synth-pop,Electronic and dance,Q3338199,Neon Gold Records,,,Monarchy (band),strict,UK001F,London,12274097.0,True,True,True,2000
805,4trP4C2bZ0TqMUxw0tLRAZ,Coach Party,Q111839829,65798,23297,Coach Party,,,,,,,,,Coach Party,excluded_no_defensible_fua,,,,False,False,False,
806,5dEFm1RwaTSXpQSpzpYKF2,Blazin' Squad,Q444431,65260,28124,Blazin' Squad,2002.0,Q11401,hip-hop,Other genres,Q2576206,East West Records,Q6392976,Kenzie,Blazin' Squad,strict,UK001F,London,12274097.0,True,True,True,2000
807,5MHQO0sz5J0VX7jjuL2dUg,Liverpool Express,Q6658445,65090,9057,Liverpool Express,1975.0,Q11399,rock music,Rock and indie,Q843402,Warner Bros. Records,Q4912854,Billy Kinsley,Liverpool Express,excluded_no_defensible_fua,,,,False,True,True,1970
808,20X39VOcF5zEpkOx6WrXlY,Total Science,Q2012126,64875,32379,Total Science,,,,,,,Q137362163|Q3505667,Q Project|Spinback,Total Science,excluded_no_defensible_fua,,,,False,False,False,
809,0P0AeGQ8c2Ux8qSmUIYLTt,Ananui,Q139780563,63841,13967,Ananui,2004.0,Q193207|Q205049|Q213121|Q2337447|Q3328652|Q757143|Q9778,ambient music|chill-out music|electronic music|meditation music|new age music|relaxation music|world music,Electronic and dance|Other genres,,,,,,excluded_no_defensible_fua,,,,False,True,True,2000
810,40jiZfvsiAi1aIarh5Z3d3,TNGHT,Q7670867,63726,43060,TNGHT,,Q9778,electronic music,Electronic and dance,Q543707,Warp,Q5928796,Hudson Mohawke,TNGHT,excluded_no_defensible_fua,,,,False,True,False,
811,4EfSXeVFbCEYIde3E9k4wr,Cockney Rejects,Q973104,63708,81884,Cockney Rejects,1979.0,Q274401|Q3071,oi!|punk rock,Punk and new wave,Q183412,EMI,,,Cockney Rejects,strict,UK001F,London,12274097.0,True,True,True,1970
812,7a2sloQlmdKSmj3fwMMpg9,The Meteors,Q2412878,63611,84863,The Meteors,1980.0,Q13627677,psychobilly,Other genres,Q190585,Island Records,,,The Meteors,excluded_no_defensible_fua,,,,False,True,True,1980
813,5aBEGOeWQCJfptic9xyaAb,Tones On Tail,Q2654513,63031,80787,Tones on Tail,1982.0,Q485395|Q598929,gothic rock|post-punk,Punk and new wave,Q126039|Q238095,4AD|Beggars Banquet Records,Q3013690,Daniel Ash,Tones on Tail,strict,UK528F,Northampton,426707.0,True,True,True,1980
814,3oi0s3WIuxBU5oh87n7za2,Psychic TV,Q2115954,62944,88107,Psychic TV,1982.0,Q170611,techno,Electronic and dance,Q3489789,Some Bizzare,,,Psychic TV,strict,UK001F,London,12274097.0,True,True,True,1980
815,1eSFjbv86usit5ZF5ywtLf,808INK,Q127505000,62895,23996,808INK,,Q11401,hip-hop,Other genres,,,,,,excluded_no_defensible_fua,,,,False,True,False,
816,0xBhUB0EfzvchYnaIWkdBw,Ward Thomas,Q19604613,62236,47170,Ward Thomas,,Q83440,country music,Other genres,,,,,Ward Thomas (band),excluded_no_defensible_fua,,,,False,True,False,
817,3nutnJ57QnbWEdCWn2EyWo,Orange Goblin,Q1671193,61406,153342,Orange Goblin,1995.0,Q1772422|Q38848,heavy metal music|stoner metal,Metal,Q549624,Rise Above Records,,,Orange Goblin,strict,UK001F,London,12274097.0,True,True,True,1990
818,55wOEGTc3QKwBJ9gntcOxT,Pentangle,Q1427551,61364,69361,Pentangle,1968.0,Q106298881|Q186472|Q8341,contemporary folk music|folk rock|jazz,Other genres,Q12339705|Q645889|Q843402,Reprise Records|Transatlantic Records|Warner Bros. Records,,,Pentangle (band),strict,UK001F,London,12274097.0,True,True,True,1960
819,6l3BRLCpzfC8yxqf9thWAg,Yuck,Q2683245,61077,103291,Yuck,2009.0,Q183504,indie rock,Rock and indie,Q1397914|Q165745,Fat Possum Records|Mercury Records,,,Yuck (band),strict,UK001F,London,12274097.0,True,True,True,2000
820,2BLpGstUHxDc6vHfBEiaXm,The Move,Q1133828,60997,76938,The Move,1965.0,Q206159,psychedelic rock,Rock and indie,Q111031086|Q2733913|Q5463202,Deram|Fly Records|IL,Q918484,Roy Wood,The Move,strict,UK002F,Birmingham,3135994.0,True,True,True,1960
821,37KB5e6cGsN1AQAB9Omm1U,Coil,Q1107195,60925,118774,Coil,1982.0,Q1640319,experimental music,Other genres,Q3489789|Q5068751|Q5398030|Q684875,Chalice|Eskaton|Some Bizzare|Threshold House,Q117761|Q1345782|Q1409902|Q5220469|Q5307230|Q648341|Q7107456,Danny Hyde|Drew McDowall|John Balance|Ossian Brown|Peter Christopherson|Stephen Thrower|Thighpaulsandra,Coil (band),strict,UK001F,London,12274097.0,True,True,True,1980
822,4NZM5xKuDpGc4vEHDwGO1Q,DJ Food,Q3011302,60881,53172,DJ Food,,Q817138,electronica,Electronic and dance,Q1358555,Ninja Tune,,,DJ Food,strict,UK001F,London,12274097.0,True,True,False,
823,5RFBPz01PqvSQ1QhEgaxOp,Carter The Unstoppable Sex Machine,Q251289,60865,51170,Carter the Unstoppable Sex Machine,1988.0,Q11366|Q183504,alternative rock|indie rock,Rock and indie,Q385558,Rough Trade,Q6193701,Jim Bob,Carter the Unstoppable Sex Machine,strict,UK001F,London,12274097.0,True,True,True,1980
824,5YE3Wwk5wqQmFXM5qyaM6u,Spooky Tooth,Q1455057,60855,90633,Spooky Tooth,1967.0,Q83270,hard rock,Rock and indie,Q190585|Q277626|Q5086379,A&M Records|Charly Records|Island Records,Q1544975|Q1581205|Q1887085|Q290719|Q3084069|Q4707822|Q4981164|Q635406|Q6847148|Q6848339|Q956208,Alan Spenner|Bryson Graham|Chris Stainton|Gary Wright|Greg Ridley|Henry McCullough|John Hawken|Luther Grosvenor|Mick Jones|Mike Harrison|Mike Patto,Spooky Tooth,excluded_missing_population,,,,False,True,True,1960
825,7vrrJ5YlL3I8XUrh1ktGJV,Anaal Nathrakh,Q483140,60506,127543,Anaal Nathrakh,1999.0,Q132438,black metal,Metal,Q118686717|Q1548644|Q3736804|Q838544|Q852900,Back on Black Records|Candlelight Records|Earache Records|FETO Records|Season of Mist,,,Anaal Nathrakh,strict,UK002F,Birmingham,3135994.0,True,True,True,1990
826,5A0MH7JfEBEMySevsmauds,Soft Machine,Q729505,59575,157739,Soft Machine,1966.0,Q206159|Q49451|Q727803|Q944465,Canterbury scene|jazz rock|progressive rock|psychedelic rock,Other genres|Rock and indie,Q183387|Q287177,ABC Records|Columbia Records,Q1386182|Q201423|Q280077|Q312693|Q443007|Q599337|Q709602|Q711107,Daevid Allen|John Etheridge|John Marshall|Kevin Ayers|Mike Ratledge|Robert Wyatt|Roy Babbington|Theo Travis,Soft Machine,excluded_no_defensible_fua,,,,False,True,True,1960
827,6EkvDqOOEX08BotcQppKoD,Wolf Gang,Q1332142,59456,60865,Wolf Gang,,Q183504,indie rock,Rock and indie,Q3338199,Neon Gold Records,,,Wolf Gang,strict,UK001F,London,12274097.0,True,True,False,
828,4t7bXPFEPe0pu1ozhdDLOp,The Raincoats,Q2581513,59262,110415,The Raincoats,1977.0,Q3071,punk rock,Punk and new wave,Q2311775|Q2906225|Q385558,Blast First|DGC Records|Rough Trade,Q16146329|Q5562842|Q7128419|Q7325290|Q7498811|Q97460050,Ana da Silva|Gina Birch|Palmolive|Richard Dudanski|Shirley O'Loughlin|Vicky Aspinall,The Raincoats,excluded_no_defensible_fua,,,,False,True,True,1970
829,7AvR99Z6y7N5BWF7VdY3bo,Dollar,Q5289199,59067,24921,Dollar,1978.0,,,,Q2295655,Carrère,Q7782977,Thereza Bazar,Dollar (group),excluded_no_defensible_fua,,,,False,False,True,1970
830,3FIsBWNLmqLvTQnhJLAWUJ,Ex:Re,Q60618120,58725,96459,Ex:Re,,,,,,,Q60713104,Elena Tonra,Ex:Re,excluded_no_defensible_fua,,,,False,False,False,
831,0AJUYWKztkg5dnrHDIBv47,MiC LOWRY,Q28961287,58089,51320,Mic Lowry,2011.0,,,,,,,,Mic Lowry,excluded_no_defensible_fua,,,,False,False,True,2010
832,4D5VLxuFvZ058Z5S8YmE47,DC Breaks,Q5204582,57873,47001,DC Breaks,2005.0,Q188994,drum and bass,Electronic and dance,Q4048005,RAM Records,,,DC Breaks,excluded_no_defensible_fua,,,,False,True,True,2000
833,0LpwbxbT8dPiqUnul4ngzu,Gallows,Q1492599,56900,78412,Gallows,2005.0,Q10922,hardcore punk,Punk and new wave,Q100744910|Q780097,Holy Roar Records|Venn Records,Q100981428|Q9263248,Frank Carter|Laurent Barnard,Gallows (band),strict,UK001F,London,12274097.0,True,True,True,2000
834,7tI1ZOOgocYZT2O5M8iBz8,Demon,Q1186426,56564,32960,Demon,1979.0,Q38848,heavy metal music,Metal,Q5129967,Clay Records,Q55930385,Mal Spooner,Demon (band),strict,UK027F,Stoke-on-Trent,477116.0,True,True,True,1970
835,0OE30pXmzCwTxhoAFtCs8u,Die So Fluid,Q1216293,56461,35260,Die So Fluid,,Q20378,alternative metal,Metal,,,,,Die So Fluid,excluded_no_defensible_fua,,,,False,True,False,
836,1Lx9Dy5gi2OLlJBBs7GYO7,Benediction,Q250319,56352,106195,Benediction,1988.0,Q483251,death metal,Metal,Q158886,Nuclear Blast,,,Benediction (band),strict,UK002F,Birmingham,3135994.0,True,True,True,1980
837,2k4duorvZ5lTq33ljpT0sc,Antimatter,Q577837,56130,97021,Antimatter,1998.0,Q485395,gothic rock,Punk and new wave,Q317774,Prophecy Productions,Q2666217|Q6838351,Duncan Patterson|Mick Moss,Antimatter (band),strict,UK006F,Liverpool,1540817.0,True,True,True,1990
838,5dUIQXIt7WeBKpETFZyTFW,Jack Beats,Q7205605,56114,33729,Jack Beats,2007.0,Q20474,dubstep,Other genres,,,,,Jack Beats,strict,UK001F,London,12274097.0,True,True,True,2000
839,1UYhxPY1oqFUg1HfF8nV3k,Throbbing Gristle,Q1165655,56065,131943,Throbbing Gristle,1975.0,Q487965,industrial music,Electronic and dance,Q682784,Industrial Records,,,Throbbing Gristle,strict,UK026F,Hull,609661.0,True,True,True,1970
840,5A4ebXQf38xWIq0xSWLhsS,Godflesh,Q1533787,55777,105031,Godflesh,1988.0,Q208494|Q720959,industrial metal|sludge metal,Metal,Q15517759|Q838544,Avalanche Recordings|Earache Records,Q1387901|Q17775701|Q3517043|Q562892|Q7152702|Q7345222,Bryan Mantia|G. C. Green|Justin Broadrick|Paul Neville|Robert Hampson|Ted Parsons,Godflesh,strict,UK002F,Birmingham,3135994.0,True,True,True,1980
841,6WEyPcf9ezhNLm1xOBjbwH,Crippled Black Phoenix,Q599433,55554,74210,Crippled Black Phoenix,2004.0,Q49451,progressive rock,Rock and indie,Q1238400|Q1548644,Domino Recording Company|Season of Mist,,,Crippled Black Phoenix,excluded_no_defensible_fua,,,,False,True,True,2000
842,06Rbwc8jaQ1d5fDPZiasE0,The Colourfield,Q7726877,55168,28746,The Colourfield,1983.0,Q187760,new wave,Punk and new wave,Q1088453,Chrysalis Records,Q1728388,Terry Hall,The Colourfield,strict,UK025F,Coventry,741982.0,True,True,True,1980
843,38bfc5BSVq6sVAssDmdc8N,Breton,Q2924565,55107,29508,Breton,,Q1641839,experimental rock,Rock and indie,Q2589723,FatCat Records,,,Breton (band),excluded_no_defensible_fua,,,,False,True,False,
844,148ujrGRexnhpqhRiw0rDi,IS TROPICAL,Q3154713,54757,43588,Is Tropical,,Q183504,indie rock,Rock and indie,Q917561,Kitsuné,,,Is Tropical,excluded_no_defensible_fua,,,,False,True,False,
845,0Sd7X8SxWV0AyDLbvd4uEu,Swervedriver,Q924292,54373,81061,Swervedriver,1989.0,Q11366,alternative rock,Rock and indie,Q1139341,Creation Records,,,Swervedriver,strict,UK560F,Oxford,576725.0,True,True,True,1980
846,47meGvCz0CZklN50dgzjmL,She Drew The Gun,Q65059746,54246,34269,She Drew The Gun,,Q383982,psychedelic pop,"Pop, soul and R&B",,,,,She Drew the Gun,excluded_no_defensible_fua,,,,False,True,False,
847,4M2H1fDQR5ygAi7MMOVxAA,The Whip,Q1078032,54058,29678,The Whip,,Q1643549|Q170611|Q183504|Q20502|Q2187392|Q627906,alternative dance|dance-punk|electro house|house music|indie rock|techno,Electronic and dance|Other genres|Punk and new wave|Rock and indie,Q145540|Q7299616|Q917561,Kitsuné|Razor & Tie|Southern Fried Records,,,The Whip (band),strict,UK008F,Manchester,3432092.0,True,True,False,
848,78OgxRnIdBCdFBmKhP2Fz2,Skeletal Family,Q1137836,53859,77225,Skeletal Family,1982.0,Q3071|Q485395,gothic rock|punk rock,Punk and new wave,Q7304788,Red Rhino Records,,,Skeletal Family,strict,UK003F,Leeds,2969034.0,True,True,True,1980
849,3jNwnthjUjHYvjyvRGfWuQ,Terrorvision,Q4992961,53778,36238,Terrorvision,1987.0,Q11399,rock music,Rock and indie,Q183412,EMI,Q19665634,Tony Wright,Terrorvision,strict,UK003F,Leeds,2969034.0,True,True,True,1980
850,25w2vpqq7dYleBAqMx7Ijx,Zoot Woman,Q153566,53078,29473,Zoot Woman,,Q2187392,alternative dance,Other genres,Q976267,Wall of Sound,Q740542,Stuart Price,Zoot Woman,excluded_no_defensible_fua,,,,False,True,False,
851,5mGqZFvzU9FRNkcI3Y0A2V,Blu Mar Ten,Q4928657,53063,27393,Blu Mar Ten,,Q170611,techno,Electronic and dance,,,,,Blu Mar Ten,excluded_no_defensible_fua,,,,False,True,False,
852,0JseT2AZzVMKsBlrAywFcO,Anavae,Q4752397,52164,29336,Anavae,2011.0,Q11366,alternative rock,Rock and indie,Q4038001,Eleven Seven Music,,,Anavae,strict,UK001F,London,12274097.0,True,True,True,2010
853,3xA9AB0f4BVjsSlyQc12iE,Mclusky,Q1761282,51917,50828,Mclusky,1996.0,Q3071,punk rock,Punk and new wave,Q1456588,Too Pure,Q4756929,Andrew Falkous,Mclusky,strict,UK009F,Cardiff,905859.0,True,True,True,1990
854,1HyT0AtzTH5lVzlm8yQgbI,Breabach,Q4959091,51761,20677,Breabach,2005.0,Q106298881,contemporary folk music,Other genres,,,,,Breabach,excluded_no_defensible_fua,,,,False,True,True,2000
855,5JQljNQvDpk1hhKpJHpwNU,Klimeks,Q57545813,51676,31584,Klimeks,,Q193207,ambient music,Electronic and dance,Q57546157,wavemob,,,,excluded_no_defensible_fua,,,,False,True,False,
856,7dtYyLTWjuZGOcweC3eD2f,Strawbs,Q926799,51671,56523,Strawbs,1964.0,Q49451,progressive rock,Rock and indie,Q277626,A&M Records,Q312053,Rick Wakeman,Strawbs,excluded_no_defensible_fua,,,,False,True,True,1960
857,4WM2JNPCcZ7f6M72C0bTyM,Empathy Test,Q63203779,51330,38799,Empathy Test,,Q1298934,synth-pop,Electronic and dance,,,,,,strict,UK001F,London,12274097.0,True,True,False,
858,0pobPzcYFoVSprUnwY2Bio,Goldie Lookin Chain,Q4039563,51269,37598,Goldie Lookin Chain,2000.0,Q11401|Q602646,comedy hip-hop|hip-hop,Other genres,Q202440,Atlantic Records,Q6730355,Maggot,Goldie Lookin Chain,strict,UK558F,Newport,252141.0,True,True,True,2000
859,5vTCEZ15eybRnoqUAra4Ys,Black Tongue,Q19689005,50504,96043,,,Q475221,deathcore,Metal,,,,,Black Tongue,strict,UK026F,Hull,609661.0,True,True,False,
860,32ttgKG3BxUVYxlBdmLBMi,Dolores Forever,Q134238905,50315,20474,Dolores Forever,,,,,,,,,,excluded_no_defensible_fua,,,,False,False,False,
861,0UnBsBrom4chs5rnjRBtIK,Rosetta Stone,Q4048553,50256,78261,Rosetta Stone,1998.0,Q3071,punk rock,Punk and new wave,Q1397901,Cleopatra Records,Q7230181,Porl King,Rosetta Stone (band),excluded_no_defensible_fua,,,,False,True,True,1990
862,4vhgCDK6RHCBN6P3jPQlZX,Abbacadabra,Q305788,49799,5344,Abbacadabra,,Q37073,pop music,"Pop, soul and R&B",,,,,,excluded_no_defensible_fua,,,,False,True,False,
863,6ahlwhwCBtwhSeDO5vYMh5,Flesh For Lulu,Q5458717,49698,33594,Flesh for Lulu,1982.0,Q11366,alternative rock,Rock and indie,Q155152,Polydor Records,,,Flesh for Lulu,strict,UK001F,London,12274097.0,True,True,True,1980
864,7aLNBjOlzOCyuFmytbbeYM,Matthews' Southern Comfort,Q96318732,49578,10689,Matthews Southern Comfort,1970.0,,,,,,,,Matthews Southern Comfort,excluded_no_defensible_fua,,,,False,False,True,1970
865,2b2c6xP76y8HCLiovv7kIZ,Kill The Lights,Q124372645,48704,30730,Kill the Lights,2019.0,Q183862|Q20378|Q38848,alternative metal|heavy metal music|metalcore,Metal,,,Q1799438|Q2631222,Jason James|Michael Thomas,Kill the Lights (band),excluded_no_defensible_fua,,,,False,True,True,2010
866,02frazNrWgZCxUEf4UTfHt,Van Der Graaf Generator,Q752170,48618,154738,Van der Graaf Generator,1967.0,Q49451,progressive rock,Rock and indie,Q1063242|Q165745,Charisma|Mercury Records,Q1174850|Q163063|Q2348686|Q2571320,David Jackson|Guy Evans|Hugh Banton|Peter Hammill,Van der Graaf Generator,strict,UK008F,Manchester,3432092.0,True,True,True,1960
867,6ZHfuZhV3q15jxpOY8S1m6,Balancing Act,Q129566045,48276,12544,Balancing Act,,,,,,,,,,excluded_no_defensible_fua,,,,False,False,False,
868,0j7wLGDwHdUSPLkxCH3GBQ,A Blaze of Feather,Q113103524,48229,34261,A Blaze Of Feather,,Q43343,folk music,Other genres,,,Q816518|Q99674341|Q99674922|Q99702457|Q99702752,Ben Howard|India Bourne|Kyle Keegan|Mickey Smith|Nat Wason,,excluded_no_defensible_fua,,,,False,True,False,
