popularity_rank,spotify_name,returned_spotify_id,wikidata_qid,monthly_listeners,formation_label,current_claim_place,current_origin_cluster,current_origin_resolution,wikidata_url,musicbrainz_ids,musicbrainz_names,musicbrainz_begin_area,musicbrainz_urls,musicbrainz_matches_claim,wikipedia_title,wikipedia_origin,wikipedia_url,wikipedia_matches_claim,automated_status,proposed_origin,review_priority,manual_status,manual_decision,manual_source_url,manual_notes,final_status,final_origin
711,Godley & Creme,02zGgCB9SiSPeDYMfwPJXK,Q1533857,112480,Stockport,Stockport,Manchester,editorial_city_cluster,https://www.wikidata.org/wiki/Q1533857,6f874502-c86b-4d53-a371-3c18829531b9,Godley & Creme,Stockport,https://musicbrainz.org/artist/6f874502-c86b-4d53-a371-3c18829531b9,True,Godley & Creme,"Manchester, England",https://en.wikipedia.org/wiki/Godley_%26_Creme,False,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Stockport
712,Richard & Linda Thompson,4hw4TPMyAzHqNBcWtoDrK5,Q9310340,111216,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q9310340,fc60e1ff-04f2-4417-8d33-dde3aae9d8e9,Richard & Linda Thompson,,https://musicbrainz.org/artist/fc60e1ff-04f2-4417-8d33-dde3aae9d8e9,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
713,Chris Barber's Jazz Band,48CW1rjPSOgZbMsV4LpqoP,Q110892335,110937,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q110892335,e818565b-0341-4d69-bcf8-32d7b21f8c48,Chris Barber’s Jazz Band,London,https://musicbrainz.org/artist/e818565b-0341-4d69-bcf8-32d7b21f8c48,False,,,,,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
714,The Raven Age,1Ia5iTYHMBsMQfi7Fbcbuw,Q24039212,110546,London,London,London,reported_place,https://www.wikidata.org/wiki/Q24039212,7004488a-6ddd-442e-9d62-7459aca24bee,The Raven Age,London,https://musicbrainz.org/artist/7004488a-6ddd-442e-9d62-7459aca24bee,True,The Raven Age,"London, England",https://en.wikipedia.org/wiki/The_Raven_Age,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
715,The Pretty Things,5U16QlMnlSAhkQxBZpLyLO,Q1364657,110197,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1364657,07deede6-db1d-4ede-b19e-5d46df592841,The Pretty Things,London,https://musicbrainz.org/artist/07deede6-db1d-4ede-b19e-5d46df592841,True,The Pretty Things,"London, England",https://en.wikipedia.org/wiki/The_Pretty_Things,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
716,Mumm-ra,2cUnvdrMWIMACo3fSxCrWW,Q1254813,109420,Bexhill-on-Sea,Bexhill-on-Sea,Bexhill-on-Sea,reported_place,https://www.wikidata.org/wiki/Q1254813,2d4bc261-0c96-4599-8c9f-81d5dc0760c7,Mumm-Ra,Bexhill-on-Sea,https://musicbrainz.org/artist/2d4bc261-0c96-4599-8c9f-81d5dc0760c7,True,Mumm-Ra (band),"Sussex, England",https://en.wikipedia.org/wiki/Mumm-Ra_(band),False,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Bexhill-on-Sea
717,4hero,1BlBZ9jQGOjmj6Zykgg43L,Q924606,109004,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q924606,3d05eb8b-1644-4143-9a61-b28e33c4d85f,4hero,Dollis Hill,https://musicbrainz.org/artist/3d05eb8b-1644-4143-9a61-b28e33c4d85f,False,4hero,"Dollis Hill, London, England",https://en.wikipedia.org/wiki/4hero,False,proposed_two_sources,Dollis Hill,medium,not_reviewed,,,,evidence_for_missing_claim,Dollis Hill
718,Collapsed Lung,6sizjS3o8Ph8LoA8WzpXGY,Q5145935,105834,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q5145935,8e6de880-b485-4ff8-8522-d3067649c83c,Collapsed Lung,Harlow,https://musicbrainz.org/artist/8e6de880-b485-4ff8-8522-d3067649c83c,False,Collapsed Lung (band),"Harlow, Essex, England, United Kingdom",https://en.wikipedia.org/wiki/Collapsed_Lung_(band),False,proposed_two_sources,Harlow,medium,not_reviewed,,,,evidence_for_missing_claim,Harlow
719,Ska Cubano,6lmoqMxughzdlxvQTsUXjF,Q3822260,104757,London,London,London,reported_place,https://www.wikidata.org/wiki/Q3822260,174a90d4-cb24-45d7-ac8b-8b1b63d17759,Ska Cubano,London,https://musicbrainz.org/artist/174a90d4-cb24-45d7-ac8b-8b1b63d17759,True,Ska Cubano,"London, England",https://en.wikipedia.org/wiki/Ska_Cubano,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
720,Plaid,5akVqMzdZOdbMYbE4vNZWD,Q1072372,103115,England,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1072372,7e54d133-2525-4bc0-ae94-65584145a386,Plaid,London,https://musicbrainz.org/artist/7e54d133-2525-4bc0-ae94-65584145a386,False,Plaid (band),"London, England",https://en.wikipedia.org/wiki/Plaid_(band),False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
721,Budgie,42RbQv212uOjyfIXECLKfR,Q508678,102853,Cardiff,Cardiff,Cardiff,reported_place,https://www.wikidata.org/wiki/Q508678,517566c5-3d43-4a81-8f78-9a78f3209e09,Budgie,Cardiff,https://musicbrainz.org/artist/517566c5-3d43-4a81-8f78-9a78f3209e09,True,Budgie (band),"Cardiff, Wales",https://en.wikipedia.org/wiki/Budgie_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Cardiff
722,King Hannah,7t00AYOoiQrcgNlpTkNer6,Q130315360,102030,Liverpool,Liverpool,Liverpool,reported_place,https://www.wikidata.org/wiki/Q130315360,39c0f0b4-f310-46d4-81fb-3ba0093092e0,King Hannah,Liverpool,https://musicbrainz.org/artist/39c0f0b4-f310-46d4-81fb-3ba0093092e0,True,King Hannah,"Liverpool, U.K.",https://en.wikipedia.org/wiki/King_Hannah,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Liverpool
723,The Ordinary Boys,2xPxXPgmZFs7x6xRFpHwkq,Q972093,101724,Worthing,Worthing,Worthing,reported_place,https://www.wikidata.org/wiki/Q972093,69b50aed-f122-4c45-aba9-863043f5b513,The Ordinary Boys,Worthing,https://musicbrainz.org/artist/69b50aed-f122-4c45-aba9-863043f5b513,True,The Ordinary Boys,"Worthing, England",https://en.wikipedia.org/wiki/The_Ordinary_Boys,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Worthing
724,The Overtones,6dXTZkBBwA1WOLD6OSuA0x,Q1296293,101723,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1296293,065670d4-a82f-47e2-886a-fdbf5abf63bc,The Overtones,London,https://musicbrainz.org/artist/065670d4-a82f-47e2-886a-fdbf5abf63bc,True,The Overtones,London,https://en.wikipedia.org/wiki/The_Overtones,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
725,Squid,685XjGzGztyivfR3fAjoxo,Q42886947,101653,Brighton,Brighton,Brighton,reported_place,https://www.wikidata.org/wiki/Q42886947,5422ef5d-00d4-4c7a-81ab-03cb8fc3cc45,Squid,Brighton,https://musicbrainz.org/artist/5422ef5d-00d4-4c7a-81ab-03cb8fc3cc45,True,Squid (band),"Brighton, England",https://en.wikipedia.org/wiki/Squid_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Brighton
726,The Wurzels,3MOw1ev3YQ8liIGmHT3eH6,Q335723,101561,Somerset,Somerset,Somerset,reported_place,https://www.wikidata.org/wiki/Q335723,8580ec50-775a-4486-8240-49115cf0114b,The Wurzels,Somerset,https://musicbrainz.org/artist/8580ec50-775a-4486-8240-49115cf0114b,True,The Wurzels,"Nailsea, Somerset, England",https://en.wikipedia.org/wiki/The_Wurzels,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Somerset
727,The Guest List,3MlBGzJspD6CjrHRYbR4OQ,Q130504078,100343,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q130504078,,,,,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
728,New Young Pony Club,3kdrMtLybQIl93rXJlvF3w,Q1217509,99986,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1217509,61cd6f2a-cdde-4f34-aacd-b992badcacba,New Young Pony Club,London,https://musicbrainz.org/artist/61cd6f2a-cdde-4f34-aacd-b992badcacba,True,NYPC,"London, England",https://en.wikipedia.org/wiki/NYPC,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
729,Evile,1dwrMJAKBiLlj0O4R791Xo,Q1382461,99821,Huddersfield,Huddersfield,Huddersfield,reported_place,https://www.wikidata.org/wiki/Q1382461,5540499f-8ab5-404f-a781-e959b1dc2778,Evile,Huddersfield,https://musicbrainz.org/artist/5540499f-8ab5-404f-a781-e959b1dc2778,True,Evile,"Huddersfield, West Yorkshire, England",https://en.wikipedia.org/wiki/Evile,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Huddersfield
730,Black Grape,147FGf3bdxV1L0mmVtgaJR,Q2500994,99344,Salford,Salford,Manchester,editorial_city_cluster,https://www.wikidata.org/wiki/Q2500994,2f6d511c-0bcd-4926-b363-a98848f63edd,Black Grape,Manchester,https://musicbrainz.org/artist/2f6d511c-0bcd-4926-b363-a98848f63edd,False,Black Grape,"Salford, Greater Manchester, England",https://en.wikipedia.org/wiki/Black_Grape,True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Salford
731,Creeper,0nV7SiEIVtPLTSJ6NwWDGj,Q23023097,98969,Southampton,Southampton,Southampton,reported_place,https://www.wikidata.org/wiki/Q23023097,31890398-c88d-44ef-b108-2419c996966b,Creeper,Southampton,https://musicbrainz.org/artist/31890398-c88d-44ef-b108-2419c996966b,True,Creeper (band),"Southampton, England",https://en.wikipedia.org/wiki/Creeper_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Southampton
732,The Wonder Stuff,0Uo1d5A6BR1I155GlD9WYo,Q500101,98365,Stourbridge,Stourbridge,Stourbridge,reported_place,https://www.wikidata.org/wiki/Q500101,323c9a5b-ca01-49ad-be39-046223a0c9ae,The Wonder Stuff,Stourbridge,https://musicbrainz.org/artist/323c9a5b-ca01-49ad-be39-046223a0c9ae,True,The Wonder Stuff,"Stourbridge, West Midlands, England",https://en.wikipedia.org/wiki/The_Wonder_Stuff,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Stourbridge
733,The Flying Lizards,2L9iHIK8h5HvZe6VXb0aOI,Q1527282,98078,United Kingdom,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1527282,45a2c364-6634-485a-ab0a-7dc828c6ef7b,The Flying Lizards,London,https://musicbrainz.org/artist/45a2c364-6634-485a-ab0a-7dc828c6ef7b,False,The Flying Lizards,United Kingdom,https://en.wikipedia.org/wiki/The_Flying_Lizards,,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
734,My Dying Bride,7iMWWdRNiCJwGOGEIYr02z,Q498460,98069,Q22905,Bradford,Bradford,reviewed_override,https://www.wikidata.org/wiki/Q498460,2f04ad1f-9f97-41d0-a09c-59c40dfe9cd1,My Dying Bride,Bradford,https://musicbrainz.org/artist/2f04ad1f-9f97-41d0-a09c-59c40dfe9cd1,True,My Dying Bride,"Bradford, West Yorkshire, England",https://en.wikipedia.org/wiki/My_Dying_Bride,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bradford
735,Remember Monday,3oIj2x6uKeZSe9Bprnt4TX,Q133137918,97605,Farnborough|Surrey,,,unresolved_multiple_places,https://www.wikidata.org/wiki/Q133137918,15c8a1a5-f777-47ae-95b0-0d07a1044321,Remember Monday,Farnborough,https://musicbrainz.org/artist/15c8a1a5-f777-47ae-95b0-0d07a1044321,False,Remember Monday,"Farnborough, Hampshire, England",https://en.wikipedia.org/wiki/Remember_Monday,False,proposed_two_sources,Farnborough,medium,not_reviewed,,,,evidence_for_missing_claim,Farnborough
736,Freddie & The Dreamers,1wCc2Wgga1H8C7u57pcqYk,Q1452593,97117,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q1452593,5c0d53a1-daa6-4afe-bf2d-b324f0602e26,Freddie & the Dreamers,Manchester,https://musicbrainz.org/artist/5c0d53a1-daa6-4afe-bf2d-b324f0602e26,True,Freddie and the Dreamers,"Manchester, England",https://en.wikipedia.org/wiki/Freddie_and_the_Dreamers,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Manchester
737,Monuments,71IBhhBhtPLZ8OyVuXOw77,Q15835576,97034,England,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q15835576,3bdd932d-f442-451a-93f6-286d2bb8075d,Monuments,London,https://musicbrainz.org/artist/3bdd932d-f442-451a-93f6-286d2bb8075d,False,Monuments (metal band),"London, England",https://en.wikipedia.org/wiki/Monuments_(metal_band),False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
738,Argent,46VosWAvtZsBl7rvxufsWG,Q2301367,96722,London,London,London,reported_place,https://www.wikidata.org/wiki/Q2301367,19ae028f-f114-45b4-8143-4b2fae696465,Argent,London,https://musicbrainz.org/artist/19ae028f-f114-45b4-8143-4b2fae696465,True,Argent (band),"London, England",https://en.wikipedia.org/wiki/Argent_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
739,The Rezillos,0nbaBQTlGxUPLQ07N7onwv,Q3269,96370,Edinburgh,Edinburgh,Edinburgh,reported_place,https://www.wikidata.org/wiki/Q3269,e9a64ec8-afc6-4aff-aa1f-34fdd3448b7d,The Rezillos,Edinburgh,https://musicbrainz.org/artist/e9a64ec8-afc6-4aff-aa1f-34fdd3448b7d,True,The Rezillos,"Edinburgh, Scotland",https://en.wikipedia.org/wiki/The_Rezillos,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Edinburgh
740,Lower Than Atlantis,1kF0gYnHLUJvFuPdoowO02,Q1493713,96324,Watford,Watford,Watford,reported_place,https://www.wikidata.org/wiki/Q1493713,511c4699-2c7c-4c59-a38c-325f5874d563,Lower Than Atlantis,Hertfordshire,https://musicbrainz.org/artist/511c4699-2c7c-4c59-a38c-325f5874d563,False,Lower Than Atlantis,"Watford, Hertfordshire, England",https://en.wikipedia.org/wiki/Lower_Than_Atlantis,True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Watford
741,Snapped Ankles,4iWOyexPqcvgycdx7mLUcl,Q39054831,96130,London,London,London,reported_place,https://www.wikidata.org/wiki/Q39054831,9c4da506-4fbd-4001-8bde-d0cff3e2a278,Snapped Ankles,London,https://musicbrainz.org/artist/9c4da506-4fbd-4001-8bde-d0cff3e2a278,True,Snapped Ankles,"London, England",https://en.wikipedia.org/wiki/Snapped_Ankles,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
742,Warning,215tdyVWdDYOjufDKf6UJg,Q2549534,96100,Harlow,Harlow,Harlow,reported_place,https://www.wikidata.org/wiki/Q2549534,2b224291-a11c-4166-8d9f-f1730d92eec4,Warning,Harlow,https://musicbrainz.org/artist/2b224291-a11c-4166-8d9f-f1730d92eec4,True,Warning (British band),"Harlow, England",https://en.wikipedia.org/wiki/Warning_(British_band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Harlow
743,Death In June,68wK3u9MnoZj5fFOFNTfwy,Q1181285,95529,England,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1181285,463f056c-56bf-429d-b3a3-f8fe467c427d,Death in June,London,https://musicbrainz.org/artist/463f056c-56bf-429d-b3a3-f8fe467c427d,False,Death in June,England,https://en.wikipedia.org/wiki/Death_in_June,,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
744,Stealing Sheep,3ghT43Gj41br25PvBCDS22,Q18162543,95519,Liverpool,Liverpool,Liverpool,reported_place,https://www.wikidata.org/wiki/Q18162543,eeda7b03-06f0-421a-96b8-4a1578adbacf,Stealing Sheep,Liverpool,https://musicbrainz.org/artist/eeda7b03-06f0-421a-96b8-4a1578adbacf,True,Stealing Sheep,"Liverpool, England",https://en.wikipedia.org/wiki/Stealing_Sheep,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Liverpool
745,Los Bitchos,07b9qW7pabKGO29JPWXn9m,Q110821923,95326,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q110821923,685051dc-49ad-496a-acab-57ad1ad1e491,Los Bitchos,London,https://musicbrainz.org/artist/685051dc-49ad-496a-acab-57ad1ad1e491,False,Los Bitchos,"London, England",https://en.wikipedia.org/wiki/Los_Bitchos,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
746,２８１４,2wBpW4bAGYVe0yJcBeCTyd,Q28843403,95312,London,London,London,reported_place,https://www.wikidata.org/wiki/Q28843403,09981380-534b-46f8-8767-ddfe67e3c0c3,2814,,https://musicbrainz.org/artist/09981380-534b-46f8-8767-ddfe67e3c0c3,,2814,"London, England, UK; Sterling, Ohio, USA",https://en.wikipedia.org/wiki/2814,True,corroborated_one_source,,,not_reviewed,,,,confirmed,London
747,Magnum,3Nu9hoMBT4SkDcaNvmK4G1,Q1754885,94112,Birmingham,Birmingham,Birmingham,reported_place,https://www.wikidata.org/wiki/Q1754885,658ace70-7f4e-4464-bcb0-9a784c94a4a6,Magnum,Birmingham,https://musicbrainz.org/artist/658ace70-7f4e-4464-bcb0-9a784c94a4a6,True,Magnum (band),"Birmingham, England",https://en.wikipedia.org/wiki/Magnum_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Birmingham
748,The Vaselines,4wWQkHhmUNlXvhbHRUSqZW,Q1542725,94006,Glasgow,Glasgow,Glasgow,reported_place,https://www.wikidata.org/wiki/Q1542725,a70b63fd-cae7-4a5f-b338-b18343f3ee2f,The Vaselines,Glasgow,https://musicbrainz.org/artist/a70b63fd-cae7-4a5f-b338-b18343f3ee2f,True,The Vaselines,"Glasgow, Scotland",https://en.wikipedia.org/wiki/The_Vaselines,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Glasgow
749,Cook da Books,59VqwKtnkmMOdYKYRxO5Td,Q1128539,92697,Liverpool,Liverpool,Liverpool,reported_place,https://www.wikidata.org/wiki/Q1128539,a5c68ee2-a49b-4e09-b67b-6592e9223a1b,Cook da Books,,https://musicbrainz.org/artist/a5c68ee2-a49b-4e09-b67b-6592e9223a1b,,Cook da Books,"Fazakerley, Liverpool, England",https://en.wikipedia.org/wiki/Cook_da_Books,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Liverpool
750,The Quireboys,0d49iRrp4iVZggKbcpxnqI,Q1243743,92662,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1243743,a72c6923-c202-4dff-a500-50888625df5b,The Quireboys,London,https://musicbrainz.org/artist/a72c6923-c202-4dff-a500-50888625df5b,True,The Quireboys,"London, England",https://en.wikipedia.org/wiki/The_Quireboys,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
751,Longpigs,1o7zIbVAgDDHKijLVuLASg,Q4043165,91435,Sheffield,Sheffield,Sheffield,reported_place,https://www.wikidata.org/wiki/Q4043165,a7378d57-a9a5-408a-80e0-a14d7203df77,Longpigs,Sheffield,https://musicbrainz.org/artist/a7378d57-a9a5-408a-80e0-a14d7203df77,True,Longpigs,"Sheffield, England",https://en.wikipedia.org/wiki/Longpigs,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Sheffield
752,Girlschool,2TRtXTjjmyzK5oUGec1Gv8,Q1142870,90933,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1142870,ebe18ea1-9fcf-426e-9c54-10eecc207a66,Girlschool,London,https://musicbrainz.org/artist/ebe18ea1-9fcf-426e-9c54-10eecc207a66,True,Girlschool,"London, England",https://en.wikipedia.org/wiki/Girlschool,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
753,U.K. Subs,4wsg78KGu80m8Xk37PY2uG,Q1479074,90759,London,London,London,reported_place,https://www.wikidata.org/wiki/Q1479074,a57d7a1b-b7ef-4f36-bbf6-9f5a167cd08d,UK Subs,London,https://musicbrainz.org/artist/a57d7a1b-b7ef-4f36-bbf6-9f5a167cd08d,True,U.K. Subs,"London, England",https://en.wikipedia.org/wiki/U.K._Subs,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
754,Faze Action,1MMEHyxVfd0Pv4PEHynX9k,Q5439175,90602,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q5439175,b397ce2c-f720-4af7-97ee-8b65f05e55e5,Faze Action,London,https://musicbrainz.org/artist/b397ce2c-f720-4af7-97ee-8b65f05e55e5,False,Faze Action,,https://en.wikipedia.org/wiki/Faze_Action,,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
755,The Chevin,2x9iKuuxMHGDm12dmNfOAh,Q2410218,90538,Otley,Otley,Otley,reported_place,https://www.wikidata.org/wiki/Q2410218,162b47a8-4be3-4f0e-84f0-00bdf713c9ec,The Chevin,Otley,https://musicbrainz.org/artist/162b47a8-4be3-4f0e-84f0-00bdf713c9ec,True,The Chevin (band),"Otley, Leeds, England",https://en.wikipedia.org/wiki/The_Chevin_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Otley
756,Tygers Of Pan Tang,1MZ8NERIuOS610KBhr6yna,Q1753013,89626,Whitley Bay,Whitley Bay,Whitley Bay,reported_place,https://www.wikidata.org/wiki/Q1753013,fe179f28-3cab-4337-9575-c13f8d077b13,Tygers of Pan Tang,Whitley Bay,https://musicbrainz.org/artist/fe179f28-3cab-4337-9575-c13f8d077b13,True,Tygers of Pan Tang,"Whitley Bay, England",https://en.wikipedia.org/wiki/Tygers_of_Pan_Tang,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Whitley Bay
757,Jo Boxers,6lONz9iABy1tb7Nl9FAOZG,Q14158638,89557,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q14158638,187d2bcb-df89-4ee3-bc03-9b8865f7de1a,JoBoxers,London,https://musicbrainz.org/artist/187d2bcb-df89-4ee3-bc03-9b8865f7de1a,False,JoBoxers,"London, England",https://en.wikipedia.org/wiki/JoBoxers,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
758,Cruel Youth,4YrURxtCHtPBfNDmMNp7IG,Q26905034,89434,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q26905034,98d8370e-4123-49e5-9847-13407a1871c7,Cruel Youth,United States,https://musicbrainz.org/artist/98d8370e-4123-49e5-9847-13407a1871c7,False,Cruel Youth,,https://en.wikipedia.org/wiki/Cruel_Youth,,proposed_one_source,United States,medium,not_reviewed,,,,evidence_for_missing_claim,United States
759,The Comet Is Coming,0Z5FMozvx15nUSUA6a9kkU,Q21585350,89284,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q21585350,2b82372f-8c85-4b47-a9fc-36fe4d4df5b4,The Comet Is Coming,London,https://musicbrainz.org/artist/2b82372f-8c85-4b47-a9fc-36fe4d4df5b4,False,The Comet Is Coming,"London, United Kingdom",https://en.wikipedia.org/wiki/The_Comet_Is_Coming,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
760,Idlewild,1xdB9gS1NrKEYgZUEfoqIw,Q784088,89257,Edinburgh,Edinburgh,Edinburgh,reported_place,https://www.wikidata.org/wiki/Q784088,64d62f45-e001-40a1-a055-c3545fcc14de,Idlewild,Edinburgh,https://musicbrainz.org/artist/64d62f45-e001-40a1-a055-c3545fcc14de,True,Idlewild (band),"Edinburgh, Scotland",https://en.wikipedia.org/wiki/Idlewild_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Edinburgh
761,Sons Of Kemet,3pvRbmrqOyFxB2Eext4Dki,Q17019747,88881,London,London,London,reported_place,https://www.wikidata.org/wiki/Q17019747,fee950a2-e68c-4e76-b1ae-ff6efdf68b11,Sons of Kemet,London,https://musicbrainz.org/artist/fee950a2-e68c-4e76-b1ae-ff6efdf68b11,True,Sons of Kemet,"London, England",https://en.wikipedia.org/wiki/Sons_of_Kemet,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
762,KOAN Sound,1NCLweIUpq8knzemBwAwoo,Q6334752,88384,Bristol,Bristol,Bristol,reported_place,https://www.wikidata.org/wiki/Q6334752,0cc1935d-712d-40b0-b1a9-27e23777a302,KOAN Sound,Bristol,https://musicbrainz.org/artist/0cc1935d-712d-40b0-b1a9-27e23777a302,True,KOAN Sound,"Bristol, England",https://en.wikipedia.org/wiki/KOAN_Sound,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bristol
763,TTNG,5TUa95aB5Vu2CzwCnZd6t0,Q3990545,88106,Oxford,Oxford,Oxford,reported_place,https://www.wikidata.org/wiki/Q3990545,544559db-c6c4-45d6-8435-d224e4f696e9,TTNG,Oxford,https://musicbrainz.org/artist/544559db-c6c4-45d6-8435-d224e4f696e9,True,TTNG,"Oxford, England",https://en.wikipedia.org/wiki/TTNG,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Oxford
764,The Slow Show,696uMzB97pg2uqfzmK3MvO,Q27058585,87963,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q27058585,02770532-d734-4f5d-957d-297b03f253eb,The Slow Show,Manchester,https://musicbrainz.org/artist/02770532-d734-4f5d-957d-297b03f253eb,True,The Slow Show,"Manchester, United Kingdom",https://en.wikipedia.org/wiki/The_Slow_Show,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Manchester
765,Bad Company UK,4AAf6BI1IJxvkqv98mDHin,Q1982683,87765,United Kingdom,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1982683,eba5d39f-8cb7-4d54-871d-297e5d7f1aad,Bad Company UK,,https://musicbrainz.org/artist/eba5d39f-8cb7-4d54-871d-297e5d7f1aad,,Bad Company (drum and bass group),"England, United Kingdom",https://en.wikipedia.org/wiki/Bad_Company_(drum_and_bass_group),,unresolved,,low,not_reviewed,,,,unresolved,
766,All Angels,1nlqYzoK1LAlS8MmnUhfEs,Q2577167,87528,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q2577167,aa2a86c4-e60e-4056-a7cc-419f1e297d14,All Angels,,https://musicbrainz.org/artist/aa2a86c4-e60e-4056-a7cc-419f1e297d14,,All Angels,"London, England",https://en.wikipedia.org/wiki/All_Angels,False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
767,Florence Black,7ubhUvkY7FB68rfzz7DmW4,Q139620902,87365,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q139620902,,,,,,,,,,unresolved,,low,not_reviewed,,,,unresolved,
768,Swim Deep,2XddLUPFBmTonCFy8uB3uc,Q15052678,86770,Birmingham,Birmingham,Birmingham,reported_place,https://www.wikidata.org/wiki/Q15052678,85e67b0f-afd2-46c2-88b2-c3ba9b0883f2,Swim Deep,,https://musicbrainz.org/artist/85e67b0f-afd2-46c2-88b2-c3ba9b0883f2,,Swim Deep,"Birmingham, England",https://en.wikipedia.org/wiki/Swim_Deep,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Birmingham
769,Glasvegas,478peoEkoKPsTgRiVzkvPl,Q740692,86543,Dalmarnock,Dalmarnock,Dalmarnock,reported_place,https://www.wikidata.org/wiki/Q740692,da785f6e-86e2-4efa-aca6-6c3cbd15d91c,Glasvegas,Dalmarnock,https://musicbrainz.org/artist/da785f6e-86e2-4efa-aca6-6c3cbd15d91c,True,Glasvegas,"Dalmarnock, Glasgow, Scotland",https://en.wikipedia.org/wiki/Glasvegas,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Dalmarnock
