popularity_rank,spotify_name,returned_spotify_id,wikidata_qid,monthly_listeners,formation_label,current_claim_place,current_origin_cluster,current_origin_resolution,wikidata_url,musicbrainz_ids,musicbrainz_names,musicbrainz_begin_area,musicbrainz_urls,musicbrainz_matches_claim,wikipedia_title,wikipedia_origin,wikipedia_url,wikipedia_matches_claim,automated_status,proposed_origin,review_priority,manual_status,manual_decision,manual_source_url,manual_notes,final_status,final_origin
331,M People,3lcbKPLl0ci2mKRdcP5Etf,Q1882185,762770,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q1882185,f6f69dba-4c49-4f1b-a6bc-678c1154f32d,M People,Manchester,https://musicbrainz.org/artist/f6f69dba-4c49-4f1b-a6bc-678c1154f32d,True,M People,"Manchester, England",https://en.wikipedia.org/wiki/M_People,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Manchester
332,IAMX,223iUzG0kb5V166FJP9ovD,Q1990235,750077,United Kingdom,London,London,reviewed_override,https://www.wikidata.org/wiki/Q1990235,e4d05411-9a3d-452e-8b0e-a55b86b7cf85,IAMX,Middlesbrough,https://musicbrainz.org/artist/e4d05411-9a3d-452e-8b0e-a55b86b7cf85,False,IAMX,"London, England",https://en.wikipedia.org/wiki/IAMX,True,corroborated_with_source_variation,,medium,resolved,London,https://en.wikipedia.org/wiki/IAMX,Chris Corner founded the project in London after Sneaker Pimps.,resolved,London
333,"Black Country, New Road",3PP6ghmOlDl2jaKaH0avUN,Q66759333,741988,Cambridgeshire,Cambridgeshire,Cambridgeshire,reported_place,https://www.wikidata.org/wiki/Q66759333,e9403d9c-329b-4108-a26f-564159d441d9,"Black Country, New Road",Cambridge,https://musicbrainz.org/artist/e9403d9c-329b-4108-a26f-564159d441d9,True,"Black Country, New Road","Cambridge, England",https://en.wikipedia.org/wiki/Black_Country%2C_New_Road,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Cambridgeshire
334,While She Sleeps,38LdIuxB548zgHoEY2AN7a,Q2543938,740851,Sheffield,Sheffield,Sheffield,reported_place,https://www.wikidata.org/wiki/Q2543938,24e58672-0956-4e3b-87a4-aaf3d52094aa,While She Sleeps,Sheffield,https://musicbrainz.org/artist/24e58672-0956-4e3b-87a4-aaf3d52094aa,True,While She Sleeps,"Sheffield, South Yorkshire, England",https://en.wikipedia.org/wiki/While_She_Sleeps,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Sheffield
335,The Dream Academy,1JVoO5bwfU8GNuAZLpBoHe,Q2002188,735488,London,London,London,reported_place,https://www.wikidata.org/wiki/Q2002188,d0f7f125-5403-4f2e-b7b7-2ba8ef43836e,The Dream Academy,London,https://musicbrainz.org/artist/d0f7f125-5403-4f2e-b7b7-2ba8ef43836e,True,The Dream Academy,"London, England",https://en.wikipedia.org/wiki/The_Dream_Academy,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
336,Suede,6PHIK3kjWggLtVygsOtpqS,Q826255,713390,London,London,London,reported_place,https://www.wikidata.org/wiki/Q826255,a55c2f1b-3f3f-4d6a-aa30-5e186dbadce6,Suede,London,https://musicbrainz.org/artist/a55c2f1b-3f3f-4d6a-aa30-5e186dbadce6,True,Suede (band),"London, England",https://en.wikipedia.org/wiki/Suede_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
337,Circa Waves,6hl5k4gLl1p3sjhHcb57t2,Q18205953,708315,Liverpool,Liverpool,Liverpool,reported_place,https://www.wikidata.org/wiki/Q18205953,050fffd7-c7cc-4bb2-8f7a-a0ee4bc47678,Circa Waves,Liverpool,https://musicbrainz.org/artist/050fffd7-c7cc-4bb2-8f7a-a0ee4bc47678,True,Circa Waves,"Liverpool, England",https://en.wikipedia.org/wiki/Circa_Waves,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Liverpool
338,The Coral,6OiHleP2bHM18dXq4aZQWt,Q1777045,707737,Hoylake,Hoylake,Hoylake,reported_place,https://www.wikidata.org/wiki/Q1777045,3b1c66fb-98ad-417f-b01e-49baf37f06a3,The Coral,Hoylake,https://musicbrainz.org/artist/3b1c66fb-98ad-417f-b01e-49baf37f06a3,True,The Coral,"Hoylake, Merseyside, England",https://en.wikipedia.org/wiki/The_Coral,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Hoylake
339,XTC,2qT62DYO8Ajb276vUJmvhz,Q1413926,705276,Swindon,Swindon,Swindon,reported_place,https://www.wikidata.org/wiki/Q1413926,97c86b2c-2765-46a2-aef8-76a7e24c430f,XTC,Swindon,https://musicbrainz.org/artist/97c86b2c-2765-46a2-aef8-76a7e24c430f,True,XTC,"Swindon, Wiltshire, England",https://en.wikipedia.org/wiki/XTC,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Swindon
340,Audio Bullys,5kwHgbzNHq1iHkUSrAmjjQ,Q758846,701846,London,London,London,reported_place,https://www.wikidata.org/wiki/Q758846,5dd0da33-5161-4378-8fca-aecf5840097e,Audio Bullys,London,https://musicbrainz.org/artist/5dd0da33-5161-4378-8fca-aecf5840097e,True,Audio Bullys,"London, England",https://en.wikipedia.org/wiki/Audio_Bullys,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
341,The Saturdays,15qI5w4XJFLRMwOp2VrlD5,Q756220,701836,London,London,London,reported_place,https://www.wikidata.org/wiki/Q756220,04b61dcd-28c9-4a3a-89af-4c290535845b,The Saturdays,London,https://musicbrainz.org/artist/04b61dcd-28c9-4a3a-89af-4c290535845b,True,The Saturdays,"London, England",https://en.wikipedia.org/wiki/The_Saturdays,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
342,piri & tommy,2U6J9Q89i1TNhesKreFD65,Q115816501,690910,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q115816501,04892aae-2250-4053-9044-cc2abbbe2c8a,piri & tommy,Manchester,https://musicbrainz.org/artist/04892aae-2250-4053-9044-cc2abbbe2c8a,False,Piri & Tommy,"Manchester, England",https://en.wikipedia.org/wiki/Piri_%26_Tommy,False,proposed_two_sources,Manchester,medium,not_reviewed,,,,evidence_for_missing_claim,Manchester
343,Alestorm,3OpqU68JpZlzvjAJj3B2Da,Q758934,684120,Perth,Perth,Perth,reported_place,https://www.wikidata.org/wiki/Q758934,c0252a1b-0133-46bb-8c4f-cade46349ec3,Alestorm,Perth,https://musicbrainz.org/artist/c0252a1b-0133-46bb-8c4f-cade46349ec3,True,Alestorm,"Perth, Scotland",https://en.wikipedia.org/wiki/Alestorm,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Perth
344,Feeder,0ZZr6Y49NZWRJc0uCwqpMR,Q1049555,679131,Newport,Newport,Newport,reported_place,https://www.wikidata.org/wiki/Q1049555,88a4cd4e-5dee-4153-8462-0d5e43c75f47,Feeder,Newport,https://musicbrainz.org/artist/88a4cd4e-5dee-4153-8462-0d5e43c75f47,True,Feeder (band),"Newport, Gwent, Wales",https://en.wikipedia.org/wiki/Feeder_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Newport
345,Dusky,5gqoUf9vKKv96b1c0GBKwu,Q16249370,666537,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q16249370,9feea1d6-3e4e-4d3c-b84a-87a12f7cbf94,Dusky,,https://musicbrainz.org/artist/9feea1d6-3e4e-4d3c-b84a-87a12f7cbf94,,Dusky,"London, England",https://en.wikipedia.org/wiki/Dusky,False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
346,hard life,7uwY65fDg3FVJ8MkJ5QuZK,Q85684673,664952,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q85684673,48fd666d-cf31-4a0b-91b0-59d11d445317,hard life,Leicester,https://musicbrainz.org/artist/48fd666d-cf31-4a0b-91b0-59d11d445317,False,Hard Life,"Leicester, England",https://en.wikipedia.org/wiki/Hard_Life,False,proposed_two_sources,Leicester,medium,not_reviewed,,,,evidence_for_missing_claim,Leicester
347,Uriah Heep,45O9BwPMyywM755SYUK0sP,Q108666,659174,London,London,London,reported_place,https://www.wikidata.org/wiki/Q108666,f1548c5b-329e-4036-921c-02213a04b525,Uriah Heep,London,https://musicbrainz.org/artist/f1548c5b-329e-4036-921c-02213a04b525,True,Uriah Heep (band),"London, England",https://en.wikipedia.org/wiki/Uriah_Heep_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
348,The Longest Johns,5k979N1TnPncUyqlXlaRSv,Q104759060,653167,Bristol,Bristol,Bristol,reported_place,https://www.wikidata.org/wiki/Q104759060,6a125082-74c4-4a1b-bf4b-d91d9cafde4c,The Longest Johns,,https://musicbrainz.org/artist/6a125082-74c4-4a1b-bf4b-d91d9cafde4c,,The Longest Johns,"Bristol, England",https://en.wikipedia.org/wiki/The_Longest_Johns,True,corroborated_one_source,,,not_reviewed,,,,confirmed,Bristol
349,Happy Mondays,339DNkQkuhHKEcHw6oK8f0,Q1141495,652616,Little Hulton,Little Hulton,Little Hulton,reported_place,https://www.wikidata.org/wiki/Q1141495,01f4fb92-6bf0-4de5-83dc-3fe194e763bf,Happy Mondays,Little Hulton,https://musicbrainz.org/artist/01f4fb92-6bf0-4de5-83dc-3fe194e763bf,True,Happy Mondays,"Salford, England",https://en.wikipedia.org/wiki/Happy_Mondays,False,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Little Hulton
350,Gunship,3PALZKWkpwjRvBsRmhlVSS,Q28146294,646183,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q28146294,df1356d3-3c66-48bc-ac79-475c6cf76266,GUNSHIP,,https://musicbrainz.org/artist/df1356d3-3c66-48bc-ac79-475c6cf76266,,Gunship (band),United Kingdom,https://en.wikipedia.org/wiki/Gunship_(band),,unresolved,,low,not_reviewed,,,,unresolved,
351,Magoo,7pv3MRGkgkXa9Qn8sMctxT,Q6732352,639865,Norfolk,Norfolk,Norfolk,reported_place,https://www.wikidata.org/wiki/Q6732352,bdccd846-4d72-4205-98f6-990dc792993c,Magoo,Norwich,https://musicbrainz.org/artist/bdccd846-4d72-4205-98f6-990dc792993c,False,Magoo (band),"Norfolk, England",https://en.wikipedia.org/wiki/Magoo_(band),True,corroborated_with_source_variation,,medium,not_reviewed,,,,source_variation,Norfolk
352,Buzzcocks,2DxlS3lTLFIq70S7ap5H3y,Q939329,638182,Bolton,Bolton,Bolton,reported_place,https://www.wikidata.org/wiki/Q939329,31e9c35b-2675-4632-8596-f9bd9286f6c8,Buzzcocks,Bolton,https://musicbrainz.org/artist/31e9c35b-2675-4632-8596-f9bd9286f6c8,True,Buzzcocks,"Bolton, Greater Manchester, England",https://en.wikipedia.org/wiki/Buzzcocks,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bolton
353,Arctic Lake,0IEPb9ily3E5IAYMSkwtQ6,Q93890774,637713,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q93890774,7a21812b-59ac-4f79-b948-5e1da0fdce11,Arctic Lake,London,https://musicbrainz.org/artist/7a21812b-59ac-4f79-b948-5e1da0fdce11,False,Arctic Lake (band),"London, England",https://en.wikipedia.org/wiki/Arctic_Lake_(band),False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
354,Ladytron,0ucLPotcQNI7AViFytdhBz,Q831841,637497,Liverpool,Liverpool,Liverpool,reported_place,https://www.wikidata.org/wiki/Q831841,b45335d1-5219-4262-a44d-936aa36eeaed,Ladytron,Liverpool,https://musicbrainz.org/artist/b45335d1-5219-4262-a44d-936aa36eeaed,True,Ladytron,"Liverpool, England",https://en.wikipedia.org/wiki/Ladytron,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Liverpool
355,Tin Tin Out,1a5l3fWnzmaK7gDD2IkbHq,Q1749463,633305,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q1749463,e9da0f61-78df-4918-8f1b-374b01a6abda,Tin Tin Out,London,https://musicbrainz.org/artist/e9da0f61-78df-4918-8f1b-374b01a6abda,False,Tin Tin Out,"London, England",https://en.wikipedia.org/wiki/Tin_Tin_Out,False,proposed_two_sources,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
356,Delta Heavy,7GvVTb8yFV0ZrdI30Qce6T,Q16864855,632637,,,,unresolved_generic_or_missing,https://www.wikidata.org/wiki/Q16864855,be166079-6f21-4d0d-af2a-9f55c4b34455,Delta Heavy,,https://musicbrainz.org/artist/be166079-6f21-4d0d-af2a-9f55c4b34455,,Delta Heavy,"London, England, UK",https://en.wikipedia.org/wiki/Delta_Heavy,False,proposed_one_source,London,medium,not_reviewed,,,,evidence_for_missing_claim,London
357,The Style Council,3loflELg7MzgrOyNqERolN,Q676522,626814,London,Woking,Woking,reviewed_override,https://www.wikidata.org/wiki/Q676522,34e56f20-ddda-48c9-a4bb-6bb12df57de0,The Style Council,Woking,https://musicbrainz.org/artist/34e56f20-ddda-48c9-a4bb-6bb12df57de0,True,The Style Council,"Woking, Surrey, England",https://en.wikipedia.org/wiki/The_Style_Council,True,corroborated_two_sources,,,corrected,Woking,https://en.wikipedia.org/wiki/The_Style_Council,Both external origin sources identify Woking.,corrected,Woking
