popularity_rank,capture_key,city,returned_spotify_id,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access,requested_spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label,identity_decision,origin_override,reason,source_url,identity_name_match,identity_status,identity_accepted,band_eligible,eligibility_status,requested_is_returned,redirect_duplicate,origin_cluster,origin_resolution
422,Runrig [0ddfjKqJfbSiddqOvpZRWu],,0ddfjKqJfbSiddqOvpZRWu,Runrig,402383,98336,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0ddfjKqJfbSiddqOvpZRWu,Q839817,Runrig,Runrig,Q22,Scotland,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Scotland,reported_place
423,Incognito [5moJNCJeiNwuQAhDLJXULs],,5moJNCJeiNwuQAhDLJXULs,Incognito,401799,231010,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5moJNCJeiNwuQAhDLJXULs,Q615207,Incognito,Incognito,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
424,Electric Wizard [4htjQW3lgIwL6fEJlTOez4],,4htjQW3lgIwL6fEJlTOez4,Electric Wizard,401179,459777,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4htjQW3lgIwL6fEJlTOez4,Q1325974,Electric Wizard,Electric Wizard,Q23159,Dorset,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Dorset,reported_place
425,Racey [1W4SfNO5hb1tdX0wQ87zxl],,1W4SfNO5hb1tdX0wQ87zxl,Racey,401016,50878,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1W4SfNO5hb1tdX0wQ87zxl,Q922363,Racey,Racey,Q845623,Weston-super-Mare,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Weston-super-Mare,reported_place
426,Gloryhammer [7dkEByOe0oHqc54qU4hwzV],,7dkEByOe0oHqc54qU4hwzV,Gloryhammer,399088,302272,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7dkEByOe0oHqc54qU4hwzV,Q11838832,Gloryhammer,Gloryhammer,Q22,Scotland,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Scotland,reported_place
427,Young Fathers [5mZC7ndY6oGMxJentRwsuV],,5mZC7ndY6oGMxJentRwsuV,Young Fathers,397759,272197,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5mZC7ndY6oGMxJentRwsuV,Q8058113,Young Fathers,Young Fathers,Q23436,Edinburgh,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Edinburgh,reported_place
428,Public Image Ltd. [70MMkLXtue3Edj3RJhJkYp],,70MMkLXtue3Edj3RJhJkYp,Public Image Ltd.,397001,359205,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,70MMkLXtue3Edj3RJhJkYp,Q845265,Public Image Ltd.,Public Image Ltd.,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
429,The Maccabees [0vW8z9pZMGCcRtGPGtyqiB],,0vW8z9pZMGCcRtGPGtyqiB,The Maccabees,394513,379450,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0vW8z9pZMGCcRtGPGtyqiB,Q174627,The Maccabees,The Maccabees,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
430,London Voices [7y3ULlnKKpeZ4JOKMAJQzK],,7y3ULlnKKpeZ4JOKMAJQzK,London Voices,394129,6325,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7y3ULlnKKpeZ4JOKMAJQzK,Q9023617,London Voices,London Voices,,,choir,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
431,Pale Waves [0wOej91SVqB1zcYkW6xUtA],,0wOej91SVqB1zcYkW6xUtA,Pale Waves,390813,387390,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0wOej91SVqB1zcYkW6xUtA,Q45964015,Pale Waves,Pale Waves,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
432,Leftfield [72hqBMsw7x5jnfxxwkii8L],,72hqBMsw7x5jnfxxwkii8L,Leftfield,390024,258734,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,72hqBMsw7x5jnfxxwkii8L,Q277479,Leftfield,Leftfield,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
433,Kula Shaker [6bGcpvHbRHg8s0wiNyIZK1],,6bGcpvHbRHg8s0wiNyIZK1,Kula Shaker,387963,266533,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6bGcpvHbRHg8s0wiNyIZK1,Q611878,Kula Shaker,Kula Shaker,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
434,The Durutti Column [7fh7bwX9qV60tLxxsp9bTe],,7fh7bwX9qV60tLxxsp9bTe,The Durutti Column,384367,141887,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7fh7bwX9qV60tLxxsp9bTe,Q1724658,The Durutti Column,The Durutti Column,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
435,Ant & Dec [2gmeFH5Iz8UEA7K0OHDePQ],,2gmeFH5Iz8UEA7K0OHDePQ,Ant & Dec,382816,21248,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2gmeFH5Iz8UEA7K0OHDePQ,Q3596068,Ant & Dec,Ant & Dec,,,male duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
436,Lush [3ysp8GwsheDcBxP9q65lBg],,3ysp8GwsheDcBxP9q65lBg,Lush,382347,315449,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3ysp8GwsheDcBxP9q65lBg,Q1668512,Lush,Lush,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
437,Republica [06YQ6XwCdPUn8rAXV70gge],,06YQ6XwCdPUn8rAXV70gge,Republica,382250,84002,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,06YQ6XwCdPUn8rAXV70gge,Q2139991,Republica,Republica,Q464955,Windsor,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Windsor,reported_place
438,Cast [0vBDEQ1aLZpe4zgn2fPH6Z],,0vBDEQ1aLZpe4zgn2fPH6Z,Cast,381917,183638,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0vBDEQ1aLZpe4zgn2fPH6Z,Q780072,Cast,Cast,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Liverpool,reported_place
439,Mojave 3 [4jSYHcSo85heWskYvAULio],,4jSYHcSo85heWskYvAULio,Mojave 3,381875,206333,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4jSYHcSo85heWskYvAULio,Q656978,Mojave 3,Mojave 3,Q145,United Kingdom,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
440,Cassia [2413I9w4sRbBz4zi5zgwjX],,2413I9w4sRbBz4zi5zgwjX,Cassia,377418,69239,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2413I9w4sRbBz4zi5zgwjX,Q123148190,Cassia,Cassia,Q868637,Macclesfield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Macclesfield,reported_place
441,Mogwai [34UhPkLbtFKRq3nmfFgejG],,34UhPkLbtFKRq3nmfFgejG,Mogwai,370209,647271,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,34UhPkLbtFKRq3nmfFgejG,Q645980,Mogwai,Mogwai,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Glasgow,reported_place
442,Electronic [3xYNGCooNIzKMAtJYKSOyq],,3xYNGCooNIzKMAtJYKSOyq,Electronic,367540,164721,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3xYNGCooNIzKMAtJYKSOyq,Q624661,Electronic,Electronic,Q18125,Manchester,musical group|supergroup,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
443,Modestep [5zYJziKktyqWwmoAWXrShP],,5zYJziKktyqWwmoAWXrShP,Modestep,363041,344694,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5zYJziKktyqWwmoAWXrShP,Q1860033,Modestep,Modestep,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
444,Fluke [2YzUXecwzcOdlJsnpnJfkJ],,2YzUXecwzcOdlJsnpnJfkJ,Fluke,358816,104332,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2YzUXecwzcOdlJsnpnJfkJ,Q631226,Fluke,Fluke,Q23229,Buckinghamshire,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Buckinghamshire,reported_place
445,Temples [4ogwGU9VPWrnVBs1GEwZVV],,4ogwGU9VPWrnVBs1GEwZVV,Temples,356937,279903,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4ogwGU9VPWrnVBs1GEwZVV,Q14832136,Temples,Temples,Q984613,Kettering,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Kettering,reported_place
446,The Searchers [4QmkLL9JOqM9dusHS1Hghe],,4QmkLL9JOqM9dusHS1Hghe,The Searchers,355906,216702,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4QmkLL9JOqM9dusHS1Hghe,Q1132434,The Searchers,The Searchers,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Liverpool,reported_place
447,Hot Milk [1koutXdSFq2PHqtxSWj9tK],,1koutXdSFq2PHqtxSWj9tK,Hot Milk,353065,170694,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1koutXdSFq2PHqtxSWj9tK,Q115247043,Hot Milk,Hot Milk,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
448,Django Django [2ARO60gI5do88ho6azmzab],,2ARO60gI5do88ho6azmzab,Django Django,347616,252535,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2ARO60gI5do88ho6azmzab,Q328221,Django Django,Django Django,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
449,The KLF [6dYrdRlNZSKaVxYg5IrvCH],,6dYrdRlNZSKaVxYg5IrvCH,The KLF,343591,144352,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6dYrdRlNZSKaVxYg5IrvCH,Q741316,The KLF,The KLF,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
450,Heaven 17 [5PYuBRQMHh7nWmdV076sH9],,5PYuBRQMHh7nWmdV076sH9,Heaven 17,342911,273309,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5PYuBRQMHh7nWmdV076sH9,Q741663,Heaven 17,Heaven 17,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Sheffield,reported_place
451,Babybird [1QCANeffsBIHjzhMqUIxBh],,1QCANeffsBIHjzhMqUIxBh,Babybird,342115,21473,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1QCANeffsBIHjzhMqUIxBh,Q116385,Babybird,Babybird,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Sheffield,reported_place
452,Fred V & Grafix [1wzBqAvtFexgKHjt7i3ena],,1wzBqAvtFexgKHjt7i3ena,Fred V & Grafix,340452,83743,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1wzBqAvtFexgKHjt7i3ena,Q13431488,Fred V & Grafix,Fred V & Grafix,,,male duo|musical duo|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
453,Sleaford Mods [0otAqZw8htTsGHfqR491Yh],,0otAqZw8htTsGHfqR491Yh,Sleaford Mods,336962,304620,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0otAqZw8htTsGHfqR491Yh,Q18162306,Sleaford Mods,Sleaford Mods,,,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
454,Paradise Lost [0gIo6kGl4KsCeIbqtZVHYp],,0gIo6kGl4KsCeIbqtZVHYp,Paradise Lost,336657,395901,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0gIo6kGl4KsCeIbqtZVHYp,Q750593,Paradise Lost,Paradise Lost,Q826561,Halifax,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Halifax,reported_place
455,The Real Tuesday Weld [12KsgeavNVg66cW2frw3j2],,12KsgeavNVg66cW2frw3j2,The Real Tuesday Weld,334907,34267,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,12KsgeavNVg66cW2frw3j2,Q3522451,The Real Tuesday Weld,The Real Tuesday Weld,,,musical ensemble,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
456,Lamb [08YvZ2qzFrDSITfHLbPKMP],,08YvZ2qzFrDSITfHLbPKMP,Lamb,332261,269420,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,08YvZ2qzFrDSITfHLbPKMP,Q1259392,Lamb,Lamb,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
457,Shakespears Sister [7ooOn6bokl4mGV4CEaUz6A],,7ooOn6bokl4mGV4CEaUz6A,Shakespears Sister,331052,126106,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7ooOn6bokl4mGV4CEaUz6A,Q527789,Shakespears Sister,Shakespears Sister,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
458,Shed Seven [3iejrAcqxYoVgyxp6zkWgs],,3iejrAcqxYoVgyxp6zkWgs,Shed Seven,327277,175249,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3iejrAcqxYoVgyxp6zkWgs,Q2277663,Shed Seven,Shed Seven,Q42462,York,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,York,reported_place
459,The Beta Band [2LMR8u7DOMF0FBseDpTsRa],,2LMR8u7DOMF0FBseDpTsRa,The Beta Band,325029,135396,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2LMR8u7DOMF0FBseDpTsRa,Q1775665,The Beta Band,The Beta Band,Q23436,Edinburgh,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Edinburgh,reported_place
460,The Honeydrippers [7J7YRBSoiXpdTmcbkKZL2C],,7J7YRBSoiXpdTmcbkKZL2C,The Honeydrippers,321812,57290,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7J7YRBSoiXpdTmcbkKZL2C,Q648841,The Honeydrippers,The Honeydrippers,Q23135,Worcestershire,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Worcestershire,reported_place
461,Archive [1Q776wzj2mrtXrNu3iH6nk],,1Q776wzj2mrtXrNu3iH6nk,Archive,318451,330186,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1Q776wzj2mrtXrNu3iH6nk,Q635772,Archive,Archive,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
462,Dodgy [1dekSPU23UC5hw5b8Uxk9W],,1dekSPU23UC5hw5b8Uxk9W,Dodgy,318066,70095,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1dekSPU23UC5hw5b8Uxk9W,Q1234401,Dodgy,Dodgy,Q2022317,Hounslow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Hounslow,reported_place
463,Everything Everything [1HOeqtP7tHkKNJNLzQ2tnr],,1HOeqtP7tHkKNJNLzQ2tnr,Everything Everything,317529,310570,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1HOeqtP7tHkKNJNLzQ2tnr,Q1382296,Everything Everything,Everything Everything,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
464,Liberty X [6htUPs3clIStnkvg5jimKZ],,6htUPs3clIStnkvg5jimKZ,Liberty X,317064,157028,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6htUPs3clIStnkvg5jimKZ,Q1823053,Liberty X,Liberty X,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
465,John Mayall & the Bluesbreakers [2ScuQMRWThcifBRIvNDFDC],,2ScuQMRWThcifBRIvNDFDC,John Mayall & The Bluesbreakers,316818,446310,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2ScuQMRWThcifBRIvNDFDC,Q886072,John Mayall & the Bluesbreakers,John Mayall & the Bluesbreakers,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
466,Love and Rockets [09mvgMBvJkxarNIDGdwPWg],,09mvgMBvJkxarNIDGdwPWg,Love and Rockets,313702,235396,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,09mvgMBvJkxarNIDGdwPWg,Q643299,Love and Rockets,Love and Rockets,Q192240,Northampton,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Northampton,reported_place
467,Layo & Bushwacka! [4XO18kRHLT6F5RhomZGrpc],,4XO18kRHLT6F5RhomZGrpc,Layo & Bushwacka!,313503,36386,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4XO18kRHLT6F5RhomZGrpc,Q3219976,Layo & Bushwacka!,Layo & Bushwacka!,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
468,Matt Bianco [1WQky50vkzSvSCUl0ejWqb],,1WQky50vkzSvSCUl0ejWqb,Matt Bianco,312847,107297,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1WQky50vkzSvSCUl0ejWqb,Q1758107,Matt Bianco,Matt Bianco,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
469,China Crisis [0WUphJOGHE5i95IeR87hsO],,0WUphJOGHE5i95IeR87hsO,China Crisis,306242,149310,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0WUphJOGHE5i95IeR87hsO,Q1073261,China Crisis,China Crisis,Q2469070,Kirkby,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Kirkby,reported_place
470,Sundara Karma [4fgXfJCQnK6c44u4KzAtQP],,4fgXfJCQnK6c44u4KzAtQP,Sundara Karma,305536,206350,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4fgXfJCQnK6c44u4KzAtQP,Q29862757,Sundara Karma,Sundara Karma,Q161491,Reading,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Reading,reported_place
471,Camel [3Uz6jx81OY2J5K8Z4wmy2P],,3Uz6jx81OY2J5K8Z4wmy2P,Camel,305476,441790,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3Uz6jx81OY2J5K8Z4wmy2P,Q612471,Camel,Camel,Q213465,Guildford,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Guildford,reported_place
472,Nuages [30tUlKZ8oLo0BnN6n0GZKD],,30tUlKZ8oLo0BnN6n0GZKD,Nuages,303990,100431,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,30tUlKZ8oLo0BnN6n0GZKD,Q59418184,Nuages,Nuages,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
473,Carcass [5lhaM01nwvsMZpmPY2HVER],,5lhaM01nwvsMZpmPY2HVER,Carcass,303826,495994,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5lhaM01nwvsMZpmPY2HVER,Q283835,Carcass,Carcass,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Liverpool,reported_place
474,Barclay James Harvest [2pVMD4bFwl4AyoYyyo51Qg],,2pVMD4bFwl4AyoYyyo51Qg,Barclay James Harvest,303511,187986,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2pVMD4bFwl4AyoYyyo51Qg,Q807957,Barclay James Harvest,Barclay James Harvest,Q202628,Oldham,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Oldham,reported_place
475,Cliff Richard & The Shadows [4IdvJZeciaa37wYr2qBpjm],,4IdvJZeciaa37wYr2qBpjm,Cliff Richard & The Shadows,303431,118840,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4IdvJZeciaa37wYr2qBpjm,Q46510292,Cliff Richard & The Shadows,Cliff Richard & The Shadows,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
476,911 [3H7pODXycF821OnRyAw2VT],,3H7pODXycF821OnRyAw2VT,911,302164,186144,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3H7pODXycF821OnRyAw2VT,Q3648767,911,911,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
477,Fairground Attraction [1sAkg8871iPVI0wPbOfIZa],,1sAkg8871iPVI0wPbOfIZa,Fairground Attraction,301377,48326,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1sAkg8871iPVI0wPbOfIZa,Q238641,Fairground Attraction,Fairground Attraction,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
478,Catatonia [4Bgfzia8wyaGaTn42egzTv],,4Bgfzia8wyaGaTn42egzTv,Catatonia,301265,90480,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4Bgfzia8wyaGaTn42egzTv,Q1050456,Catatonia,Catatonia,Q10690,Cardiff,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Cardiff,reported_place
479,Johnny Kidd & the Pirates [52y1cRHUkI0kQqIXCg6JuZ],,52y1cRHUkI0kQqIXCg6JuZ,Johnny Kidd & The Pirates,300280,37258,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,52y1cRHUkI0kQqIXCg6JuZ,Q6669284,Johnny Kidd & the Pirates,Johnny Kidd & the Pirates,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
480,Funeral for a Friend [4AbDWrmJPSOeIbT2Ou60ik],,4AbDWrmJPSOeIbT2Ou60ik,Funeral For A Friend,298448,268224,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4AbDWrmJPSOeIbT2Ou60ik,Q916973,Funeral for a Friend,Funeral for a Friend,Q6497774,Bridgend,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Bridgend,reported_place
481,Nailbomb [4Q6EFOghPrRjdwsF4p7Nzm],,4Q6EFOghPrRjdwsF4p7Nzm,Nailbomb,297670,203781,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4Q6EFOghPrRjdwsF4p7Nzm,Q1470712,Nailbomb,Nailbomb,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
482,Ride [0WPY9nnBy01s5QOt4o4oQX],,0WPY9nnBy01s5QOt4o4oQX,Ride,296215,272871,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0WPY9nnBy01s5QOt4o4oQX,Q4371,Ride,Ride,Q34217,Oxford,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Oxford,reported_place
