popularity_rank,capture_key,city,returned_spotify_id,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access,requested_spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label,identity_decision,origin_override,reason,source_url,identity_name_match,identity_status,identity_accepted,band_eligible,eligibility_status,requested_is_returned,redirect_duplicate,origin_cluster,origin_resolution
483,Hang Massive [6bkF6GDcyXZn2T0D5Fwldl],,6bkF6GDcyXZn2T0D5Fwldl,Hang Massive,296134,180715,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6bkF6GDcyXZn2T0D5Fwldl,Q21722983,Hang Massive,Hang Massive,,,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
484,The Oozes [48VgYEfRllDfyLl4BEMVSF],,48VgYEfRllDfyLl4BEMVSF,The Oozes,295667,208913,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,48VgYEfRllDfyLl4BEMVSF,Q128077193,The Oozes,The Oozes,,,musical duo|musical group|quartet,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
485,The Shamen [5E704N5StxMVKpalhaJ5L3],,5E704N5StxMVKpalhaJ5L3,The Shamen,295405,81056,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5E704N5StxMVKpalhaJ5L3,Q587713,The Shamen,The Shamen,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
486,Camera Obscura [5gInJ5P5gQnOKPM3SUEVFt],,5gInJ5P5gQnOKPM3SUEVFt,Camera Obscura,295126,206573,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5gInJ5P5gQnOKPM3SUEVFt,Q1028565,Camera Obscura,Camera Obscura,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Glasgow,reported_place
487,Damage [6Pwy6Wat9hp8g83y6gih5g],,6Pwy6Wat9hp8g83y6gih5g,Damage,294456,21732,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6Pwy6Wat9hp8g83y6gih5g,Q5211877,Damage,Damage,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
488,Fairport Convention [2LIdnZDzySb04oH40be1fR],,2LIdnZDzySb04oH40be1fR,Fairport Convention,294353,149174,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2LIdnZDzySb04oH40be1fR,Q1145652,Fairport Convention,Fairport Convention,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
489,The New Seekers [4jrTNltJtTMUfXybDdsHDn],,4jrTNltJtTMUfXybDdsHDn,The New Seekers,294222,68961,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4jrTNltJtTMUfXybDdsHDn,Q934498,The New Seekers,The New Seekers,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
490,Jive Bunny and the Mastermixers [4GzIiGnHYrOnq2LUiD6zdo],,4GzIiGnHYrOnq2LUiD6zdo,Jive Bunny and the Mastermixers,294182,63077,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4GzIiGnHYrOnq2LUiD6zdo,Q1689719,Jive Bunny and the Mastermixers,Jive Bunny and the Mastermixers,Q217039,Rotherham,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Rotherham,reported_place
491,The Amazons [7243txmysJ4KbRmH8UAMKO],,7243txmysJ4KbRmH8UAMKO,The Amazons,294130,149873,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7243txmysJ4KbRmH8UAMKO,Q28754328,The Amazons,The Amazons,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
492,Mystery Jets [09K1H1DgyIXHsMx2j7KTFX],,09K1H1DgyIXHsMx2j7KTFX,Mystery Jets,291320,170699,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,09K1H1DgyIXHsMx2j7KTFX,Q1956918,Mystery Jets,Mystery Jets,Q3048859,Eel Pie Island,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Eel Pie Island,reported_place
493,The Divine Comedy [7EV6jW6dotBdvsHj6xPixi],,7EV6jW6dotBdvsHj6xPixi,The Divine Comedy,291037,174650,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7EV6jW6dotBdvsHj6xPixi,Q1543686,The Divine Comedy,The Divine Comedy,Q26,Northern Ireland,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Northern Ireland,reported_place
494,Peter and Gordon [6lHC2EQMEMZiEmSfFloarn],,6lHC2EQMEMZiEmSfFloarn,Peter And Gordon,290650,38450,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6lHC2EQMEMZiEmSfFloarn,Q1256943,Peter and Gordon,Peter and Gordon,Q145,United Kingdom,male duo|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
495,Sea Girls [45FqwUG4hTT6d39r2HUsUe],,45FqwUG4hTT6d39r2HUsUe,Sea Girls,289846,161623,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,45FqwUG4hTT6d39r2HUsUe,Q3476673,Sea Girls,Sea Girls,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
496,GoGo Penguin [19f2JXwlRU26376TCKmp6L],,19f2JXwlRU26376TCKmp6L,GoGo Penguin,289811,295895,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,19f2JXwlRU26376TCKmp6L,Q18151740,GoGo Penguin,GoGo Penguin,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
497,Zola Blood [3oxkIoEAyXXQlLTZXlffLJ],,3oxkIoEAyXXQlLTZXlffLJ,Zola Blood,286256,87001,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3oxkIoEAyXXQlLTZXlffLJ,Q64832876,Zola Blood,Zola Blood,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
498,Inspiral Carpets [66GWpx9iLxrvvfhDsG9STP],,66GWpx9iLxrvvfhDsG9STP,Inspiral Carpets,285082,169178,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,66GWpx9iLxrvvfhDsG9STP,Q500492,Inspiral Carpets,Inspiral Carpets,Q202628,Oldham,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Oldham,reported_place
499,The Vapors [4K3NWDwBIxgktui14SccR2],,4K3NWDwBIxgktui14SccR2,The Vapors,284360,63462,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4K3NWDwBIxgktui14SccR2,Q1504687,The Vapors,The Vapors,Q213465,Guildford,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Guildford,reported_place
500,Bad Manners [0GShYlUdyLahdsvgKdselx],,0GShYlUdyLahdsvgKdselx,Bad Manners,283186,175516,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0GShYlUdyLahdsvgKdselx,Q798739,Bad Manners,Bad Manners,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
501,Simian Mobile Disco [31DXlldabwPHwu6dYevuzK],,31DXlldabwPHwu6dYevuzK,Simian Mobile Disco,281669,182922,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,31DXlldabwPHwu6dYevuzK,Q585470,Simian Mobile Disco,Simian Mobile Disco,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
502,The Boxer Rebellion [7DEseTqRODmSu3C7jxCHl5],,7DEseTqRODmSu3C7jxCHl5,The Boxer Rebellion,280654,126547,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7DEseTqRODmSu3C7jxCHl5,Q1633685,The Boxer Rebellion,The Boxer Rebellion,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
503,Jesus Jones [0roeI3yPusDWwWRzAqTopw],,0roeI3yPusDWwWRzAqTopw,Jesus Jones,280634,66527,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0roeI3yPusDWwWRzAqTopw,Q4387765,Jesus Jones,Jesus Jones,Q896940,Bradford-on-Avon,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Bradford-on-Avon,reported_place
504,The Blue Nile [1GWV70Reko15eV2nHCm0bM],,1GWV70Reko15eV2nHCm0bM,The Blue Nile,278387,109768,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1GWV70Reko15eV2nHCm0bM,Q1970440,The Blue Nile,The Blue Nile,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Glasgow,reported_place
505,The Dave Clark Five [2HBbky0Z08ZcCKVsXWbNE4],,2HBbky0Z08ZcCKVsXWbNE4,The Dave Clark Five,278011,252497,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2HBbky0Z08ZcCKVsXWbNE4,Q1141454,The Dave Clark Five,The Dave Clark Five,Q503375,Tottenham,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Tottenham,reported_place
506,Young Gun Silver Fox [3qQloBz05T6e0rKubNCmjG],,3qQloBz05T6e0rKubNCmjG,Young Gun Silver Fox,276802,77208,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3qQloBz05T6e0rKubNCmjG,Q100599254,Young Gun Silver Fox,Young Gun Silver Fox,,,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
507,OceanLab [0aTdKgInKeMlNnwWSa1YPT],,0aTdKgInKeMlNnwWSa1YPT,OceanLab,276395,83360,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0aTdKgInKeMlNnwWSa1YPT,Q1971039,OceanLab,OceanLab,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
508,The Cribs [51Eq6WMVEOjjx9KQMAnneG],,51Eq6WMVEOjjx9KQMAnneG,The Cribs,276100,212021,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,51Eq6WMVEOjjx9KQMAnneG,Q1146764,The Cribs,The Cribs,Q216638,Wakefield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Wakefield,reported_place
509,World News [3VQXCMRCSzdKek71OkAL3Q],,3VQXCMRCSzdKek71OkAL3Q,World News,276065,17710,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3VQXCMRCSzdKek71OkAL3Q,Q135966902,World News,World News,Q131491,Brighton,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Brighton,reported_place
510,Wire [2i8ynmFv4qgRksyDlBgi6d],,2i8ynmFv4qgRksyDlBgi6d,Wire,272502,240002,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2i8ynmFv4qgRksyDlBgi6d,Q1135620,Wire,Wire,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
511,Reverend and The Makers [14GEKKALFIO2oB9IdGXg2e],,14GEKKALFIO2oB9IdGXg2e,Reverend And The Makers,271305,95993,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,14GEKKALFIO2oB9IdGXg2e,Q2146848,Reverend and The Makers,Reverend and The Makers,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Sheffield,reported_place
512,Reef [191Koh7PSIi28IrGAGoINO],,191Koh7PSIi28IrGAGoINO,Reef,269572,68741,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,191Koh7PSIi28IrGAGoINO,Q652420,Reef,Reef,Q210891,Glastonbury,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Glastonbury,reported_place
513,Cinnamon Chasers [3q7uty73JMtjzCSJdGQD7B],,3q7uty73JMtjzCSJdGQD7B,Cinnamon Chasers,269301,52546,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3q7uty73JMtjzCSJdGQD7B,Q2669700,Cinnamon Chasers,Cinnamon Chasers,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
514,Nu:Logic [5pL8Q5xbDLEDE6JvYMXX9u],,5pL8Q5xbDLEDE6JvYMXX9u,Nu:Logic,269288,41401,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5pL8Q5xbDLEDE6JvYMXX9u,Q7067693,Nu:Logic,Nu:Logic,Q350,Cambridge,group of siblings|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Cambridge,reported_place
515,Stiff Little Fingers [2bt3I0VkmYuPvP57sxokab],,2bt3I0VkmYuPvP57sxokab,Stiff Little Fingers,266703,236374,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2bt3I0VkmYuPvP57sxokab,Q1538935,Stiff Little Fingers,Stiff Little Fingers,Q10686,Belfast,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Belfast,reported_place
516,Grace [1DlbW0TOOja6uqR4CHAaeg],,1DlbW0TOOja6uqR4CHAaeg,Grace,266321,9154,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1DlbW0TOOja6uqR4CHAaeg,Q5590943,Grace,Grace,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
517,Lostprophets [7KnaZr690xW0sCihF9Z8oP],,7KnaZr690xW0sCihF9Z8oP,lostprophets,264396,179652,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7KnaZr690xW0sCihF9Z8oP,Q18852,Lostprophets,Lostprophets,Q1024900,Pontypridd,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Pontypridd,reported_place
518,Moose Blood [5fEKZRCUa0JApec5Xy095q],,5fEKZRCUa0JApec5Xy095q,Moose Blood,263954,194936,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5fEKZRCUa0JApec5Xy095q,Q18712447,Moose Blood,Moose Blood,Q1094104,Canterbury,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Canterbury,reported_place
519,After the Fire [194g4SFwSSzyPtgkH7v3Cx],,194g4SFwSSzyPtgkH7v3Cx,After The Fire,261736,24888,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,194g4SFwSSzyPtgkH7v3Cx,Q389095,After the Fire,After the Fire,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
520,Bow Wow Wow [52K4ArhA4OgMO7AsyEgqCT],,52K4ArhA4OgMO7AsyEgqCT,Bow Wow Wow,261338,131599,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,52K4ArhA4OgMO7AsyEgqCT,Q895390,Bow Wow Wow,Bow Wow Wow,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
521,Danny Wilson [2qsc1hUhG2UrNZhByveJ6x],,2qsc1hUhG2UrNZhByveJ6x,Danny Wilson,260573,29191,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2qsc1hUhG2UrNZhByveJ6x,Q365099,Danny Wilson,Danny Wilson,Q1011960,Leuchars,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Leuchars,reported_place
522,Levitation [231kUXNyI5BYxIvZacVbCu],,231kUXNyI5BYxIvZacVbCu,Levitation,260389,7922,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,231kUXNyI5BYxIvZacVbCu,Q6535703,Levitation,Levitation,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
523,The Orb [5HAtRoEPUvGSA7ziTGB1cF],,5HAtRoEPUvGSA7ziTGB1cF,The Orb,260320,214298,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5HAtRoEPUvGSA7ziTGB1cF,Q924993,The Orb,The Orb,Q84,London,musical group,England|United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
524,Mud [3cqIsBnzV3BabbPWKz8Txf],,3cqIsBnzV3BabbPWKz8Txf,Mud,259860,92756,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3cqIsBnzV3BabbPWKz8Txf,Q1471676,Mud,Mud,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
525,Anti Up [4UwR1ir6PovnQiwX5jRPvF],,4UwR1ir6PovnQiwX5jRPvF,Anti Up,259333,52163,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4UwR1ir6PovnQiwX5jRPvF,Q113199573,Anti Up,Anti Up,,,male duo|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
526,As It Is [3IXtskFMls8KXRipcIJT9y],,3IXtskFMls8KXRipcIJT9y,AS IT IS,259244,161720,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3IXtskFMls8KXRipcIJT9y,Q19654688,As It Is,As It Is,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
527,Propellerheads [3Z7thZHrtFvqp8OpPffPKp],,3Z7thZHrtFvqp8OpPffPKp,Propellerheads,258314,173478,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3Z7thZHrtFvqp8OpPffPKp,Q1426055,Propellerheads,Propellerheads,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
528,Ten Fé [3cohAS2UQTaOo80kCn8qjT],,3cohAS2UQTaOo80kCn8qjT,Ten Fé,257636,50901,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3cohAS2UQTaOo80kCn8qjT,Q56757496,Ten Fé,Ten Fé,,,musical group|pop band,England|United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
529,The Zutons [2qV7axHq9Jk7QqFcB3f05A],,2qV7axHq9Jk7QqFcB3f05A,The Zutons,254373,160719,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2qV7axHq9Jk7QqFcB3f05A,Q1142296,The Zutons,The Zutons,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Liverpool,reported_place
530,Bucks Fizz [5ZfzzHE7rxONfoksJsLXrX],,5ZfzzHE7rxONfoksJsLXrX,Bucks Fizz,252247,70385,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5ZfzzHE7rxONfoksJsLXrX,Q839831,Bucks Fizz,Bucks Fizz,Q145,United Kingdom,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
531,Portico Quartet [7sYipTRgDXS2JVOPEhRutx],,7sYipTRgDXS2JVOPEhRutx,Portico Quartet,251925,213988,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7sYipTRgDXS2JVOPEhRutx,Q3399302,Portico Quartet,Portico Quartet,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
532,Frightened Rabbit [6fVcDUckTwxqg56qNsEvUr],,6fVcDUckTwxqg56qNsEvUr,Frightened Rabbit,251709,255039,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6fVcDUckTwxqg56qNsEvUr,Q1464866,Frightened Rabbit,Frightened Rabbit,Q772507,Selkirk,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Selkirk,reported_place
