capture_key,spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label
The Sick Livers [2F3USKG6LsRFFint04dCof],2F3USKG6LsRFFint04dCof,Q140391456,The Sick Livers,The Sick Livers,,,musical group,Wales
The Sisters of Mercy [4HxBVyHaUa60eCSsJWxwWR],4HxBVyHaUa60eCSsJWxwWR,Q751814,The Sisters of Mercy,The Sisters of Mercy,Q39121,Leeds,musical group,United Kingdom
The Sixteen [5y9NnD1AZPcBVbDluRgiXS],5y9NnD1AZPcBVbDluRgiXS,Q3067073,The Sixteen,The Sixteen,,,chamber orchestra|choir,United Kingdom
The Skallions [0UYh7Z1VvXn8iBkjsJ9x5g],0UYh7Z1VvXn8iBkjsJ9x5g,Q115275439,The Skallions,The Skallions,,,musical group,Northern Ireland
The Slits [5O0RrEgz4NLCPLrDZiPggz],5O0RrEgz4NLCPLrDZiPggz,Q677115,The Slits,The Slits,Q84,London,rock band,United Kingdom
The Slow Show [696uMzB97pg2uqfzmK3MvO],696uMzB97pg2uqfzmK3MvO,Q27058585,The Slow Show,The Slow Show,Q18125,Manchester,musical group,United Kingdom
The Smiths [3yY2gUcIsjMr8hjo51PoJ8],3yY2gUcIsjMr8hjo51PoJ8,Q180598,The Smiths,The Smiths,Q18125,Manchester,rock band,United Kingdom
The Smoke [5ZAJk1ODdFHQo9yG0lDV18],5ZAJk1ODdFHQo9yG0lDV18,Q1331669,The Smoke,The Smoke,Q42462,York,musical group,United Kingdom
The Snap Elect [1jKChEfwd7IjjXTZioAe43],1jKChEfwd7IjjXTZioAe43,Q115812239,The Snap Elect,The Snap Elect,Q84,London,musical group,United Kingdom
The Soft Boys [046wtejcUX9rhlzw2nlveT],046wtejcUX9rhlzw2nlveT,Q2706252,The Soft Boys,The Soft Boys,Q350,Cambridge,rock band,United Kingdom
The Soulless [4UJzNF5FbeXw2wMFC4rEWU],4UJzNF5FbeXw2wMFC4rEWU,Q7765383,The Soulless,The Soulless,Q22889,Bath,musical group,United Kingdom
The Sound [4hzCcF4Leos2sKnz79nwhz],4hzCcF4Leos2sKnz79nwhz,Q732151,The Sound,The Sound,Q84,London,musical group,United Kingdom
The Soup Dragons [5BEYGWk6aPdNXxBx9pwU8S],5BEYGWk6aPdNXxBx9pwU8S,Q3066755,The Soup Dragons,The Soup Dragons,Q680984,Bellshill,musical group,United Kingdom
The Southlanders [3IbYvqd9wkICpXlkuej1eO],3IbYvqd9wkICpXlkuej1eO,Q17028817,The Southlanders,The Southlanders,,,vocal group,United Kingdom
The Specials [6xnvNmSzmeOE1bLKnYXKW3],6xnvNmSzmeOE1bLKnYXKW3,Q19057,The Specials,The Specials,Q6225,Coventry,ska band,United Kingdom
The Spencer Davis Group [3i9hP422d2KMjaupTzBNVS],3i9hP422d2KMjaupTzBNVS,Q1049145,The Spencer Davis Group,The Spencer Davis Group,Q2256,Birmingham,musical group,United Kingdom
The Springfields [4kwCLM6VuDfkyWAyn9xFlq],4kwCLM6VuDfkyWAyn9xFlq,Q7766073,The Springfields,The Springfields,,,musical group,United Kingdom
The Stairs [3c9WiTYoaYuh7uLQgdSixn],3c9WiTYoaYuh7uLQgdSixn,Q7766188,The Stairs,The Stairs,Q24826,Liverpool,musical group|rock band,United Kingdom
The Staves [5G49Sq5mMzAkGL4ZP6eVPY],5G49Sq5mMzAkGL4ZP6eVPY,Q7766423,The Staves,The Staves,Q2598,Watford,musical group,United Kingdom
The Step Music [1nZk8EEonvTctn11yGozzp],1nZk8EEonvTctn11yGozzp,Q135082184,The Step Music,The Step Music,,,musical group,United Kingdom
The Stone Roses [1lYT0A0LV5DUfxr6doRP3d],1lYT0A0LV5DUfxr6doRP3d,Q29606,The Stone Roses,The Stone Roses,Q18125,Manchester,rock band,United Kingdom
The Stranglers [0RUEHcBiENFEqxgicqS2ig],0RUEHcBiENFEqxgicqS2ig,Q1532854,The Stranglers,The Stranglers,Q213465,Guildford,musical group,United Kingdom
The Straps [1e5cI3Ef1LwxyYt0n7QYa2],1e5cI3Ef1LwxyYt0n7QYa2,Q1564839,The Straps,The Straps,Q1138912,Battersea,musical group,United Kingdom
The Streets [4GvOygVQquMaPm8oAc0vXi],4GvOygVQquMaPm8oAc0vXi,Q316029,The Streets,The Streets,Q2256,Birmingham,musical group,United Kingdom
The Struts [3lDpdwM8KILepMHqBWUhIA],3lDpdwM8KILepMHqBWUhIA,Q17587679,The Struts,The Struts,Q43475,Derby,rock band,United Kingdom
The Style Council [3loflELg7MzgrOyNqERolN],3loflELg7MzgrOyNqERolN,Q676522,The Style Council,The Style Council,Q84,London,musical group,United Kingdom
The Subways [4BntNFyiN3VGG4hhRRZt9d],4BntNFyiN3VGG4hhRRZt9d,Q1470472,The Subways,The Subways,Q19789,Welwyn Garden City,musical group,United Kingdom
The Sundays [4nlqDmbzFzbNITaqjJv7D7],4nlqDmbzFzbNITaqjJv7D7,Q3122789,The Sundays,The Sundays,Q84,London,musical group,United Kingdom
The Supernaturals [12mJ3cmu4esPp9L3CYMQhd],12mJ3cmu4esPp9L3CYMQhd,Q2414509,The Supernaturals,The Supernaturals,Q4093,Glasgow,musical group,United Kingdom
The Surgery [4IyiGOdoBVz5jKmE4xjT4S],4IyiGOdoBVz5jKmE4xjT4S,Q61757280,The Surgery,The Surgery,,,musical group,United Kingdom
The Sweet [3JaAGmSTpJK35DqWrDUzBz],3JaAGmSTpJK35DqWrDUzBz,Q487919,The Sweet,The Sweet,Q84,London,musical group,United Kingdom
The Sweet [64JgVJdkSDXU6AEJUOnspK],64JgVJdkSDXU6AEJUOnspK,Q487919,The Sweet,The Sweet,Q84,London,musical group,United Kingdom
The Swinging Blue Jeans [5gNduPlUGHsgy1w7f71obH],5gNduPlUGHsgy1w7f71obH,Q1310839,The Swinging Blue Jeans,The Swinging Blue Jeans,Q24826,Liverpool,musical group,United Kingdom
The Tangent [2DefJEtso8VshihzHW0gh1],2DefJEtso8VshihzHW0gh1,Q2061937,The Tangent,The Tangent,,,musical group,United Kingdom
The Temperance Movement [3SUI6pbPumjijbLHHY6vss],3SUI6pbPumjijbLHHY6vss,Q14957024,The Temperance Movement,The Temperance Movement,,,musical group,United Kingdom
The Thought Criminals [1K9zjxC6KTRDfofY0jjBso],1K9zjxC6KTRDfofY0jjBso,Q7768902,The Thought Criminals,The Thought Criminals,Q84,London,musical group,United Kingdom
The Tiger Lillies [72o2T9aqYR2PFNYpzYrMmw],72o2T9aqYR2PFNYpzYrMmw,Q724783,The Tiger Lillies,The Tiger Lillies,Q84,London,musical group,United Kingdom
The Ting Tings [2wvUfjKGoXvcnDHq7GgMOa],2wvUfjKGoXvcnDHq7GgMOa,Q219939,The Ting Tings,The Ting Tings,Q47952,Salford,musical group,United Kingdom
The Trash Can Sinatras [0i2IEcWvtHUBYPkYWwCgjC],0i2IEcWvtHUBYPkYWwCgjC,Q939534,The Trash Can Sinatras,The Trash Can Sinatras,Q1774629,Irvine,musical group,United Kingdom
The Tremeloes [2VL8sLEJ6lHEwocjc1pN9w],2VL8sLEJ6lHEwocjc1pN9w,Q177364,The Tremeloes,The Tremeloes,Q23240,Essex,rock band,United Kingdom
The Trevor Horn Band [27666UzXcYSHcIyIhr2c2G],27666UzXcYSHcIyIhr2c2G,Q11250835,The Trevor Horn Band,The Trevor Horn Band,Q84,London,musical group,United Kingdom
The Troggs [57xdnSVt4ahJCIXYLieQ25],57xdnSVt4ahJCIXYLieQ25,Q943253,The Troggs,The Troggs,Q492805,Andover,musical group,United Kingdom
The Trudy [2OIo9wttPZU777MHXusDLW],2OIo9wttPZU777MHXusDLW,Q23020924,The Trudy,The Trudy,,,musical group,United Kingdom
The Tuts [034JSYadRJsXRgY61c7HSq],034JSYadRJsXRgY61c7HSq,Q24884719,The Tuts,The Tuts,Q678138|Q84,Hayes|London,musical group,United Kingdom
The Twilight Sad [6e6GkaF6uiSEFuTrlvDJUF],6e6GkaF6uiSEFuTrlvDJUF,Q750092,The Twilight Sad,The Twilight Sad,Q1010328,Kilsyth,musical group,United Kingdom
The Uncharted [47VJ1MmvSfdtd9mQhScqTZ],47VJ1MmvSfdtd9mQhScqTZ,Q53555183,The Uncharted,The Uncharted,,,musical group,United Kingdom
The Undertones [2WRStKp4ihGVUzlzWfv1Qt],2WRStKp4ihGVUzlzWfv1Qt,Q1501348,The Undertones,The Undertones,Q163584,Derry,musical group,Northern Ireland
The Vaccines [0Ak6DLKHtpR6TEEnmcorKA],0Ak6DLKHtpR6TEEnmcorKA,Q1458872,The Vaccines,The Vaccines,Q84,London,musical group,United Kingdom
The Vamps [7gAppWoH7pcYmphCVTXkzs],7gAppWoH7pcYmphCVTXkzs,Q15042553,The Vamps,The Vamps,Q21|Q84,England|London,musical group,United Kingdom
The Vapors [4K3NWDwBIxgktui14SccR2],4K3NWDwBIxgktui14SccR2,Q1504687,The Vapors,The Vapors,Q213465,Guildford,musical group,United Kingdom
The Vaselines [4wWQkHhmUNlXvhbHRUSqZW],4wWQkHhmUNlXvhbHRUSqZW,Q1542725,The Vaselines,The Vaselines,Q4093,Glasgow,musical group,United Kingdom
The Verve [2cGwlqi3k18jFpUyTrsR84],2cGwlqi3k18jFpUyTrsR84,Q488916,The Verve,The Verve,Q208143,Wigan,musical group,United Kingdom
The Vibrators [0DkpQq8B7ZAKebZEjlzVmd],0DkpQq8B7ZAKebZEjlzVmd,Q1754027,The Vibrators,The Vibrators,Q84,London,musical group,United Kingdom
The Victorian English Gentlemens Club [0ZQ9xBKycuWp519COLmEe1],0ZQ9xBKycuWp519COLmEe1,Q2414875,The Victorian English Gentlemens Club,The Victorian English Gentlemens Club,,,musical group,United Kingdom
The View [1fy3AQc7grjf5LnCd7snSg],1fy3AQc7grjf5LnCd7snSg,Q578954,The View,The View,Q123709,Dundee,musical group,United Kingdom
The Wake [39aYm70XPfUpkMIKSfeeig],39aYm70XPfUpkMIKSfeeig,Q3523258,The Wake,The Wake,Q4093,Glasgow,musical group,United Kingdom
The Wanted [2NhdGz9EDv2FeUw6udu2g1],2NhdGz9EDv2FeUw6udu2g1,Q34918,The Wanted,The Wanted,Q21,England,boy band|musical group,United Kingdom
The Wasteland Wailers [4BZshM1flCiaS95CxQ7I9y],4BZshM1flCiaS95CxQ7I9y,Q33081507,The Wasteland Wailers,The Wasteland Wailers,,,musical group,United Kingdom
The Waterboys [5TnuP42pw475UrjjeabtwZ],5TnuP42pw475UrjjeabtwZ,Q1422720,The Waterboys,The Waterboys,Q145,United Kingdom,musical group,United Kingdom
The Wedding Present [4tyCvqG48h4LdcbFfWBjR9],4tyCvqG48h4LdcbFfWBjR9,Q4372,The Wedding Present,The Wedding Present,Q39121,Leeds,musical group,United Kingdom
The Whip [4M2H1fDQR5ygAi7MMOVxAA],4M2H1fDQR5ygAi7MMOVxAA,Q1078032,The Whip,The Whip,Q202628,Oldham,musical group,United Kingdom
The Who [67ea9eGLXYMsO2eYQRui3w],67ea9eGLXYMsO2eYQRui3w,Q93346,The Who,The Who,Q84,London,musical group,United Kingdom
The Wild Swans [63yEaRONzlJVu1ozymo4Fk],63yEaRONzlJVu1ozymo4Fk,Q7774898,The Wild Swans,The Wild Swans,Q24826,Liverpool,musical group,United Kingdom
The Wildhearts [6bz0ztmnpeofmoFksV3DqL],6bz0ztmnpeofmoFksV3DqL,Q4347440,The Wildhearts,The Wildhearts,Q1425428,Newcastle upon Tyne,musical ensemble|rock band,United Kingdom
The Wombats [0Ya43ZKWHTKkAbkoJJkwIB],0Ya43ZKWHTKkAbkoJJkwIB,Q1347289,The Wombats,The Wombats,Q24826,Liverpool,musical group,United Kingdom
The Wonder Stuff [0Uo1d5A6BR1I155GlD9WYo],0Uo1d5A6BR1I155GlD9WYo,Q500101,The Wonder Stuff,The Wonder Stuff,Q661707,Stourbridge,musical group,United Kingdom
The Wren Orchestra [0M3wlDtU8G7RXQbACK2xns],0M3wlDtU8G7RXQbACK2xns,Q124759801,The Wren Orchestra,The Wren Orchestra,Q84,London,musical group,United Kingdom
The Wren Orchestra [6rP0ucEtuRHEe4WVDnNn1v],6rP0ucEtuRHEe4WVDnNn1v,Q124759801,The Wren Orchestra,The Wren Orchestra,Q84,London,musical group,United Kingdom
The Wurzels [3MOw1ev3YQ8liIGmHT3eH6],3MOw1ev3YQ8liIGmHT3eH6,Q335723,The Wurzels,The Wurzels,Q23157,Somerset,musical group,United Kingdom
The Wytches [46cDW79OcUXlCbYPj7Ds5L],46cDW79OcUXlCbYPj7Ds5L,Q17031558,The Wytches,The Wytches,Q172438,Peterborough,musical group,United Kingdom
The Yardbirds [2lxX1ivRYp26soIavdG9bX],2lxX1ivRYp26soIavdG9bX,Q192725,The Yardbirds,The Yardbirds,Q84,London,musical group,United Kingdom
The Yobs [1nR80bBZou9i7dRwqCVeLf],1nR80bBZou9i7dRwqCVeLf,Q113681828,The Yobs,The Yobs,,,musical group,United Kingdom
The Yogscast [2kQ4uyd7WPQI9xcmeZbI0G],2kQ4uyd7WPQI9xcmeZbI0G,Q7776711,The Yogscast,The Yogscast,,,entertainment company|team of content creators,United Kingdom
The Zephyrs [6Udc8hvR7KHrO9AoblN2IV],6Udc8hvR7KHrO9AoblN2IV,Q3990151,The Zephyrs,The Zephyrs,Q23436,Edinburgh,musical group,United Kingdom
The Zombies [2jgPkn6LuUazBoBk6vvjh5],2jgPkn6LuUazBoBk6vvjh5,Q1163207,The Zombies,The Zombies,Q6226,St Albans,musical group,United Kingdom
The Zutons [2qV7axHq9Jk7QqFcB3f05A],2qV7axHq9Jk7QqFcB3f05A,Q1142296,The Zutons,The Zutons,Q24826,Liverpool,musical group,United Kingdom
The xx [3iOvXCl6edW5Um0fXEBRXy],3iOvXCl6edW5Um0fXEBRXy,Q869367,The xx,The xx,Q84,London,musical group,United Kingdom
Them [5BaHqGtf6UAZnHfqdPaTDA],5BaHqGtf6UAZnHfqdPaTDA,Q1338638,Them,Them,Q10686,Belfast,musical group,Northern Ireland
Thenewno2 [1UcjNf3XC72W7f34wc2Xzl],1UcjNf3XC72W7f34wc2Xzl,Q2984088,Thenewno2,Thenewno2,Q84,London,musical group,England
Therapy? [3MomZRiJwdZmYnysgtF4Ey],3MomZRiJwdZmYnysgtF4Ey,Q1130493,Therapy?,Therapy?,Q935686,Larne,rock band,United Kingdom
These Animal Men [7EvHlnAU8rIQ9v1cilzh5P],7EvHlnAU8rIQ9v1cilzh5P,Q1592608,These Animal Men,These Animal Men,Q131491,Brighton,musical group,United Kingdom
Third Party [2J80qXI4NHKpq5RT3xUF7V],2J80qXI4NHKpq5RT3xUF7V,Q30597951,Third Party,Third Party,,,male duo|musical duo,United Kingdom
This Heat [2wXUKlYvdBHn2MNeRKgG6W],2wXUKlYvdBHn2MNeRKgG6W,Q1789046,This Heat,This Heat,Q146690,Brixton,musical group,United Kingdom
This Is The Kit [0ZUyFEafMwocvApBjTXvdo],0ZUyFEafMwocvApBjTXvdo,Q15044932,This Is The Kit,This Is The Kit,Q172157,Winchester,musical group,United Kingdom
This Mortal Coil [5OK8j1JnhoBlivN32G7yOO],5OK8j1JnhoBlivN32G7yOO,Q1754136,This Mortal Coil,This Mortal Coil,Q145,United Kingdom,musical group,United Kingdom
This Town Needs Guns [5TUa95aB5Vu2CzwCnZd6t0],5TUa95aB5Vu2CzwCnZd6t0,Q3990545,This Town Needs Guns,This Town Needs Guns,Q34217,Oxford,musical group,United Kingdom
Thompson Twins [5jVeqi3PNaTOajfvBa4uFn],5jVeqi3PNaTOajfvBa4uFn,Q1500069,Thompson Twins,Thompson Twins,Q42448,Sheffield,musical group,United Kingdom
Those Damn Crows [3VdnwWd3i9OOT0CzbzRZj7],3VdnwWd3i9OOT0CzbzRZj7,Q65038085,Those Damn Crows,Those Damn Crows,,,musical group,United Kingdom
Thought-Fox [2Fjz6AZbxWpPCfwhO9mXZp],2Fjz6AZbxWpPCfwhO9mXZp,Q107044805,Thought-Fox,Thought-Fox,,,musical group,United Kingdom
Thousand Thoughts [27BickAUDQz5wziY0VOA2S],27BickAUDQz5wziY0VOA2S,Q85847812,Thousand Thoughts,Thousand Thoughts,,,musical group,United Kingdom
Thousand Yard Stare [4n5EAJdyYoV39m98N4lgWr],4n5EAJdyYoV39m98N4lgWr,Q15044933,Thousand Yard Stare,Thousand Yard Stare,Q211907,Slough,musical group,United Kingdom
Threshold [7KTRbZ1YTch5oXQOmQTStM],7KTRbZ1YTch5oXQOmQTStM,Q541854,Threshold,Threshold,,,musical group,United Kingdom
Throbbing Gristle [1UYhxPY1oqFUg1HfF8nV3k],1UYhxPY1oqFUg1HfF8nV3k,Q1165655,Throbbing Gristle,Throbbing Gristle,Q128147,Kingston upon Hull,musical group,United Kingdom
Thunder [3SfrwwVPGtjYTI3vwQ4hEU],3SfrwwVPGtjYTI3vwQ4hEU,Q678521,Thunder,Thunder,Q84,London,musical group,United Kingdom
Thunderbugs [24G6cu7ELj9dUOaSG0p3Jx],24G6cu7ELj9dUOaSG0p3Jx,Q3526080,Thunderbugs,Thunderbugs,,,musical group,United Kingdom
Thunderclap Newman [1USHlPahTZrCeJXS2v5pkF],1USHlPahTZrCeJXS2v5pkF,Q2165685,Thunderclap Newman,Thunderclap Newman,Q84,London,musical group,United Kingdom
Thy Slaughter [4tXmMY3u0qbzec7aocHPPt],4tXmMY3u0qbzec7aocHPPt,Q130775275,Thy Slaughter,Thy Slaughter,,,musical duo|musical group,United Kingdom
Tigertailz [1xo5zONg7VWkVmR0I0YO4d],1xo5zONg7VWkVmR0I0YO4d,Q2712179,Tigertailz,Tigertailz,Q10690,Cardiff,musical group,Wales
Tin Tin Out [1a5l3fWnzmaK7gDD2IkbHq],1a5l3fWnzmaK7gDD2IkbHq,Q1749463,Tin Tin Out,Tin Tin Out,,,musical group,United Kingdom
To Kill a King [7yHBGaYHPXkJSVUtHiM816],7yHBGaYHPXkJSVUtHiM816,Q7810984,To Kill a King,To Kill a King,Q39121,Leeds,musical group,United Kingdom
Tokyo Blade [6F9tjDKhGtXlm9M4s30KD5],6F9tjDKhGtXlm9M4s30KD5,Q2294469,Tokyo Blade,Tokyo Blade,Q160642,Salisbury,musical group,United Kingdom
Tom Robinson Band [57YVY9QP1mhqc51WqHln0e],57YVY9QP1mhqc51WqHln0e,Q526586,Tom Robinson Band,Tom Robinson Band,,,musical group,United Kingdom
Tommy Lefroy [3vldh5Ceynytj6Iglw4haP],3vldh5Ceynytj6Iglw4haP,Q115209312,Tommy Lefroy,Tommy Lefroy,Q84,London,musical group,United Kingdom
Tone Band [6baRO9SiRGJORG2hFE2X39],6baRO9SiRGJORG2hFE2X39,Q138847715,Tone Band,Tone Band,,,musical group,United Kingdom
Tones on Tail [5aBEGOeWQCJfptic9xyaAb],5aBEGOeWQCJfptic9xyaAb,Q2654513,Tones on Tail,Tones on Tail,Q192240,Northampton,musical group,United Kingdom
Tongue 'n' Cheek [0b6y5LWta0uteNMAXakalp],0b6y5LWta0uteNMAXakalp,Q7821152,Tongue 'n' Cheek,Tongue 'n' Cheek,,,musical group,United Kingdom
Tongues. [4wTH4jmwcMt9YoU97YWvxt],4wTH4jmwcMt9YoU97YWvxt,Q130442608,Tongues.,Tongues.,,,musical group,Scotland
Toploader [6xeFne1rkxMhKSW3ipvkdV],6xeFne1rkxMhKSW3ipvkdV,Q1742953,Toploader,Toploader,Q208262,Eastbourne,musical group,United Kingdom
Total Science [20X39VOcF5zEpkOx6WrXlY],20X39VOcF5zEpkOx6WrXlY,Q2012126,Total Science,Total Science,,,disc jockey|male duo|musical duo,United Kingdom
Toy [0b0uhvUEeiD6y0XHVw3mRA],0b0uhvUEeiD6y0XHVw3mRA,Q6151299,Toy,Toy,Q131491,Brighton,musical group,United Kingdom
Toy Dolls [747P2pvOwW22iRcFS9zQDv],747P2pvOwW22iRcFS9zQDv,Q728289,Toy Dolls,Toy Dolls,Q1280897,Sunderland,musical group,United Kingdom
Traffic [1CD77o9fbdyQFrHnUPUEsF],1CD77o9fbdyQFrHnUPUEsF,Q1048439,Traffic,Traffic,Q2256,Birmingham,rock band,United Kingdom
Trapeze [7b2jbuy6iMUbuvWrvoxnJW],7b2jbuy6iMUbuvWrvoxnJW,Q691001,Trapeze,Trapeze,Q992665,Cannock,musical group,United Kingdom
Travis [3bUwxJgNakzYKkqAVgZLlh],3bUwxJgNakzYKkqAVgZLlh,Q160103,Travis,Travis,Q4093,Glasgow,rock band,United Kingdom
Treetop Flyers [6Um25UMHv0fzcEHYGQJPXv],6Um25UMHv0fzcEHYGQJPXv,Q7837745,Treetop Flyers,Treetop Flyers,Q84,London,musical group,United Kingdom
Trophy Wife [13PsWZDIffDFDYJGt0T7DU],13PsWZDIffDFDYJGt0T7DU,Q7845719,Trophy Wife,Trophy Wife,,,musical group,United Kingdom
Tubelord [4xYk2flbrS0hDzDLyDimbO],4xYk2flbrS0hDzDLyDimbO,Q7850803,Tubelord,Tubelord,Q2321706,Kingston upon Thames,rock band,United Kingdom
Tuner [2KdMANZKFqK8QQVcP9929e],2KdMANZKFqK8QQVcP9929e,Q2457826,Tuner,Tuner,,,musical group,United Kingdom
Twin Atlantic [4A9xtvezlouTD7H0kyUje9],4A9xtvezlouTD7H0kyUje9,Q2365012,Twin Atlantic,Twin Atlantic,Q4093,Glasgow,musical group,United Kingdom
Twisted Wheel [4yNl6kohlH1jcbfXwkcpg9],4yNl6kohlH1jcbfXwkcpg9,Q3542574,Twisted Wheel,Twisted Wheel,Q1880083,Saddleworth,musical group,United Kingdom
Two [7GLLaFZGjbDWTdnrg1mNyI],7GLLaFZGjbDWTdnrg1mNyI,Q2815972,Two,Two,Q2256,Birmingham,musical group,United Kingdom
Two Door Cinema Club [536BYVgOnRky0xjsPT96zl],536BYVgOnRky0xjsPT96zl,Q777302,Two Door Cinema Club,Two Door Cinema Club,Q806551,Bangor,musical group,United Kingdom
Two Lone Swordsmen [33Ztukerf3He8FeKk5acn8],33Ztukerf3He8FeKk5acn8,Q3542601,Two Lone Swordsmen,Two Lone Swordsmen,,,musical group,United Kingdom
Tygers of Pan Tang [1MZ8NERIuOS610KBhr6yna],1MZ8NERIuOS610KBhr6yna,Q1753013,Tygers of Pan Tang,Tygers of Pan Tang,Q2575441,Whitley Bay,musical group,United Kingdom
U.K. Subs [4wsg78KGu80m8Xk37PY2uG],4wsg78KGu80m8Xk37PY2uG,Q1479074,U.K. Subs,U.K. Subs,Q84,London,musical group,United Kingdom
UB40 [69MEO1AADKg1IZrq2XLzo5],69MEO1AADKg1IZrq2XLzo5,Q560153,UB40,UB40,Q2256,Birmingham,musical group,United Kingdom
UFO [2Omy3P5hFZym7FKum1JA1s],2Omy3P5hFZym7FKum1JA1s,Q251657,UFO,UFO,Q84,London,musical group,United Kingdom
UK [64vNIhiqTanqaY1VJucSAS],64vNIhiqTanqaY1VJucSAS,Q1330725,UK,UK,Q21,England,musical group,United Kingdom
Ulrika Spacek [07vC6cutbett8UknXnqxsu],07vC6cutbett8UknXnqxsu,Q23018832,Ulrika Spacek,Ulrika Spacek,,,musical group,United Kingdom
Ultrabeat [596ByjVYnslGJIHxEBGjF8],596ByjVYnslGJIHxEBGjF8,Q4356488,Ultrabeat,Ultrabeat,Q24826,Liverpool,musical group,United Kingdom
Ultrasound [7gwzROIoCrp2xVbFgXkKu1],7gwzROIoCrp2xVbFgXkKu1,Q7880660,Ultrasound,Ultrasound,Q84,London,musical group,United Kingdom
Ultraviolence [5tdiNC9c8cr9uSnIC0fwds],5tdiNC9c8cr9uSnIC0fwds,Q7880698,Ultraviolence,Ultraviolence,,,musical group,United Kingdom
Ultravox [3iUjRVvYCsMfz7tuAQtBDI],3iUjRVvYCsMfz7tuAQtBDI,Q316485,Ultravox,Ultravox,Q84,London,musical group,United Kingdom
Un-Cut [19wfjcfibjRlVnDERbFZcK],19wfjcfibjRlVnDERbFZcK,Q7881899,Un-Cut,Un-Cut,,,musical group,United Kingdom
Underwater Boys [1n07e4KjttpF7ruW4eGtyI],1n07e4KjttpF7ruW4eGtyI,Q47195805,Underwater Boys,Underwater Boys,Q131491|Q84,Brighton|London,musical group,United Kingdom
Underworld [1PXHzxRDiLnjqNrRn2Xbsa],1PXHzxRDiLnjqNrRn2Xbsa,Q849429,Underworld,Underworld,Q1339305,Romford,musical group,United Kingdom
Uniting Nations [6EK2381dTQEvcn3KrnMOWQ],6EK2381dTQEvcn3KrnMOWQ,Q1476064,Uniting Nations,Uniting Nations,Q24826,Liverpool,musical group,United Kingdom
Unkle [2nszamLjZFgu3Yx77mKxuC],2nszamLjZFgu3Yx77mKxuC,Q2032426,Unkle,Unkle,Q84,London,musical group,United Kingdom
Unseen Terror [4Feq2xtNfvWAuOM0KjcBSL],4Feq2xtNfvWAuOM0KjcBSL,Q1161748,Unseen Terror,Unseen Terror,Q2256,Birmingham,musical group,United Kingdom
Until the Ribbon Breaks [0PFM64sKw3GG4Sk8kqNIcp],0PFM64sKw3GG4Sk8kqNIcp,Q19881622,Until the Ribbon Breaks,Until the Ribbon Breaks,Q10690,Cardiff,musical group,United Kingdom
Uriah Heep [45O9BwPMyywM755SYUK0sP],45O9BwPMyywM755SYUK0sP,Q108666,Uriah Heep,Uriah Heep,Q84,London,rock band,United Kingdom
Utah Saints [2KB6LGMBaOYYYdvvgyptFH],2KB6LGMBaOYYYdvvgyptFH,Q2036827,Utah Saints,Utah Saints,,,musical group,United Kingdom
VANT [4Xxkt0tSJr1uNxGDZcJLRc],4Xxkt0tSJr1uNxGDZcJLRc,Q23057717,VANT,VANT,,,musical group,United Kingdom
VNV Nation [4KlYg0F5KG9QNDFKaeTNAy],4KlYg0F5KG9QNDFKaeTNAy,Q727124,VNV Nation,VNV Nation,Q84,London,musical group,United Kingdom
Vallenfyre [60vtfdGwf77ISFBw37EYRM],60vtfdGwf77ISFBw37EYRM,Q372104,Vallenfyre,Vallenfyre,Q826561,Halifax,musical group,United Kingdom
Van der Graaf Generator [02frazNrWgZCxUEf4UTfHt],02frazNrWgZCxUEf4UTfHt,Q752170,Van der Graaf Generator,Van der Graaf Generator,Q18125,Manchester,musical group,United Kingdom
Vardis [4NqPFFq0krnSJjs6vRN2HU],4NqPFFq0krnSJjs6vRN2HU,Q3554703,Vardis,Vardis,,,musical group,United Kingdom
Vega4 [3hVwMqPRoC3FFARz2wxwtP],3hVwMqPRoC3FFARz2wxwtP,Q3555208,Vega4,Vega4,Q84,London,musical ensemble,United Kingdom
Venom [5fwaejlOHVBAw1KhIPPaQe],5fwaejlOHVBAw1KhIPPaQe,Q192861,Venom,Venom,Q1425428,Newcastle upon Tyne,musical group,United Kingdom
Venom Inc. [3MHIoEboWZOn2vX4O3GrjM],3MHIoEboWZOn2vX4O3GrjM,Q30916754,Venom Inc.,Venom Inc.,Q1425428,Newcastle upon Tyne,musical group,United Kingdom
Verasect [0qGXgOeaVWc7PXMJzHMOHW],0qGXgOeaVWc7PXMJzHMOHW,Q61918632,Verasect,Verasect,,,musical group,United Kingdom
Veronica Falls [0mgbAj6btHW215UxhLq1AV],0mgbAj6btHW215UxhLq1AV,Q3020573,Veronica Falls,Veronica Falls,Q84,London,musical group,United Kingdom
Versus The Ghost [6EszYd5uWCTKmaVf9weYzU],6EszYd5uWCTKmaVf9weYzU,Q59590905,Versus The Ghost,Versus The Ghost,,,musical group,United Kingdom
Vessels [6Y1nACvxtuuTjKx2b4Rwmb],6Y1nACvxtuuTjKx2b4Rwmb,Q7923356,Vessels,Vessels,Q39121,Leeds,musical group,United Kingdom
Vileevils [3dTcI5uQWCYt2RJR6d3zOz],3dTcI5uQWCYt2RJR6d3zOz,Q7930150,Vileevils,Vileevils,,,musical group,United Kingdom
