capture_key,spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label
Academy of St Martin in the Fields [77CaCn32H4mOMQA7UElzfF],77CaCn32H4mOMQA7UElzfF,Q337362,Academy of St Martin in the Fields,Academy of St Martin in the Fields,,,chamber orchestra|musical group,United Kingdom
Ace [6QNkSI0c63lCTNXpHDBiqP],6QNkSI0c63lCTNXpHDBiqP,Q339889,Ace,Ace,Q42448,Sheffield,musical group,United Kingdom
Acoustic Alchemy [29wYlrKAdlJOf9ayJIIPpJ],29wYlrKAdlJOf9ayJIIPpJ,Q1144027,Acoustic Alchemy,Acoustic Alchemy,Q84,London,musical group,United Kingdom
Acrania [6D3PbIyyqH2NaqPZSE6X5N],6D3PbIyyqH2NaqPZSE6X5N,Q18702196,Acrania,Acrania,,,musical group,United Kingdom
Adam and the Ants [2DppeCnNtvrLfEobq9Pw5r],2DppeCnNtvrLfEobq9Pw5r,Q1798554,Adam and the Ants,Adam and the Ants,Q84,London,musical group,United Kingdom
Aeon Zen [0T073Nv8qEZ0Pd8dN0U3n4],0T073Nv8qEZ0Pd8dN0U3n4,Q4687904,Aeon Zen,Aeon Zen,Q350,Cambridge,rock band,United Kingdom
After the Fire [194g4SFwSSzyPtgkH7v3Cx],194g4SFwSSzyPtgkH7v3Cx,Q389095,After the Fire,After the Fire,Q84,London,musical group,United Kingdom
"Ah, Lucidity [4qwIdcqYOdMHr7ruadjmtv]",4qwIdcqYOdMHr7ruadjmtv,Q96097379,"Ah, Lucidity","Ah, Lucidity",Q84,London,musical group,United Kingdom
Akercocke [0YAOC9q7XHpKplKYf7FMSp],0YAOC9q7XHpKplKYf7FMSp,Q417451,Akercocke,Akercocke,Q84,London,musical group,United Kingdom
Alamire [4tbw1zKAjeOghhCu6gRCYU],4tbw1zKAjeOghhCu6gRCYU,Q4705927,Alamire,Alamire,Q84,London,musical group,England
Alestorm [3OpqU68JpZlzvjAJj3B2Da],3OpqU68JpZlzvjAJj3B2Da,Q758934,Alestorm,Alestorm,Q203000,Perth,musical group,United Kingdom
Alffa [7iY7ckZelLh9emhog8UrXD],7iY7ckZelLh9emhog8UrXD,Q63535286,Alffa,Alffa,Q428829,Caernarfon,musical group,Wales
Alfie [3O8LEdehbno5GSsrUCiGqo],3O8LEdehbno5GSsrUCiGqo,Q4721913,Alfie,Alfie,Q18125,Manchester,musical group,England
AlicebanD [4r4F8WTxKS7hsSWVzlu6rY],4r4F8WTxKS7hsSWVzlu6rY,Q117025304,AlicebanD,AlicebanD,,,musical group,England
Alien Sex Fiend [6WVnBgqJfj9Iw9gpBed9fJ],6WVnBgqJfj9Iw9gpBed9fJ,Q1541561,Alien Sex Fiend,Alien Sex Fiend,Q84,London,musical group,United Kingdom
Alisha's Attic [43lLY3aEg3yQz8sYhyvdn5],43lLY3aEg3yQz8sYhyvdn5,Q6601851,Alisha's Attic,Alisha's Attic,Q84,London,musical group,United Kingdom
All Angels [1nlqYzoK1LAlS8MmnUhfEs],1nlqYzoK1LAlS8MmnUhfEs,Q2577167,All Angels,All Angels,,,musical group,United Kingdom
All Saints [5TDVKqW9uhqGjwwwKGuma4],5TDVKqW9uhqGjwwwKGuma4,Q165386,All Saints,All Saints,Q84,London,all-female band|girl group,United Kingdom
Alpha Male Tea Party [2JVPwr6UNZIdsdl8rjTD7S],2JVPwr6UNZIdsdl8rjTD7S,Q54817728,Alpha Male Tea Party,Alpha Male Tea Party,,,musical group,United Kingdom
Altered Images [07h7JMfYWswTq4qpinC5q4],07h7JMfYWswTq4qpinC5q4,Q438314,Altered Images,Altered Images,Q4093,Glasgow,rock band,United Kingdom
Alternative 4 [2D8obrk3R6lZ3W9Gkf25t0],2D8obrk3R6lZ3W9Gkf25t0,Q5245705,Alternative 4,Alternative 4,Q145,United Kingdom,musical group,United Kingdom
AlunaGeorge [2VAnyOxzJuSAj7XIuEOT38],2VAnyOxzJuSAj7XIuEOT38,Q10353,AlunaGeorge,AlunaGeorge,Q84,London,musical duo,United Kingdom
Amazulu [2hGy0cp0xoWYWTjz6In3cg],2hGy0cp0xoWYWTjz6In3cg,Q456540,Amazulu,Amazulu,,,musical group,United Kingdom
Amber Run [0MmnmsAuQKRFpo6vJElcaU],0MmnmsAuQKRFpo6vJElcaU,Q16821378,Amber Run,Amber Run,,,musical group,United Kingdom
Ambrosian Singers [3zDEBkBUs36ij8r5Hyz2CN],3zDEBkBUs36ij8r5Hyz2CN,Q2588958,Ambrosian Singers,Ambrosian Singers,Q84,London,choir|musical group,United Kingdom
Amebix [6tUC9fQSG7uqbzUy9AJ1NY],6tUC9fQSG7uqbzUy9AJ1NY,Q460542,Amebix,Amebix,Q21,England,musical group,United Kingdom
America [35U9lQaRWSQISxQAB94Meo],35U9lQaRWSQISxQAB94Meo,Q126852,America,America,Q84,London,musical group,United Kingdom
An Gof (Band) [5Osgv84aDgwNFsj0xNVxEw],5Osgv84aDgwNFsj0xNVxEw,Q136804803,An Gof (Band),An Gof (Band),,,musical group,United Kingdom
Anaal Nathrakh [7vrrJ5YlL3I8XUrh1ktGJV],7vrrJ5YlL3I8XUrh1ktGJV,Q483140,Anaal Nathrakh,Anaal Nathrakh,Q2256,Birmingham,musical group,United Kingdom
Ananui [0P0AeGQ8c2Ux8qSmUIYLTt],0P0AeGQ8c2Ux8qSmUIYLTt,Q139780563,Ananui,Ananui,Q22,Scotland,musical duo|solo musical project,United Kingdom
Anathema [0ZXKT0FCsLWkSLCjoBJgBX],0ZXKT0FCsLWkSLCjoBJgBX,Q487396,Anathema,Anathema,Q24826,Liverpool,musical group,United Kingdom
Anavae [0JseT2AZzVMKsBlrAywFcO],0JseT2AZzVMKsBlrAywFcO,Q4752397,Anavae,Anavae,Q84,London,musical group,United Kingdom
And Also the Trees [0iUr6w7AOIfLxSKQTbxf43],0iUr6w7AOIfLxSKQTbxf43,Q489545,And Also the Trees,And Also the Trees,Q2715452,Inkberrow,musical group,United Kingdom
Anderson Bruford Wakeman Howe [2XTWgA3XVWe1N4qWBTNQei],2XTWgA3XVWe1N4qWBTNQei,Q491405,Anderson Bruford Wakeman Howe,Anderson Bruford Wakeman Howe,Q84,London,rock band,United Kingdom
Angel Witch [6L48AOtGmQL1ELLoKML7cS],6L48AOtGmQL1ELLoKML7cS,Q531934,Angel Witch,Angel Witch,Q84,London,musical group,United Kingdom
Angelic Upstarts [5z96yaS2s1USscDldCCDgw],5z96yaS2s1USscDldCCDgw,Q521396,Angelic Upstarts,Angelic Upstarts,Q279000,South Shields,musical group,United Kingdom
Animals That Swim [5JTDXeubWuz69ocjNzRjsQ],5JTDXeubWuz69ocjNzRjsQ,Q4765030,Animals That Swim,Animals That Swim,Q84,London,musical group,United Kingdom
Annotations of an Autopsy [0Bwt1B6EdOHjjOTxlHbtR1],0Bwt1B6EdOHjjOTxlHbtR1,Q567347,Annotations of an Autopsy,Annotations of an Autopsy,,,musical group,United Kingdom
Another Sunny Day [6EGQKKjGZOxDJ1iy7Pw25M],6EGQKKjGZOxDJ1iy7Pw25M,Q536403,Another Sunny Day,Another Sunny Day,,,musical group,United Kingdom
Ant & Dec [2gmeFH5Iz8UEA7K0OHDePQ],2gmeFH5Iz8UEA7K0OHDePQ,Q3596068,Ant & Dec,Ant & Dec,,,male duo,United Kingdom
Ante Inferno [4KoESQh0bNRpcBHXwxXSsL],4KoESQh0bNRpcBHXwxXSsL,Q139836274,Ante Inferno,Ante Inferno,Q894092,Scarborough,musical group,United Kingdom
Anterior [6Xx18willmwDpJn4x4U9Fu],6Xx18willmwDpJn4x4U9Fu,Q4771317,Anterior,Anterior,Q1529978,Tredegar,musical group,United Kingdom
Anteros [7AgbaohUbhWwjjNKCSOB2x],7AgbaohUbhWwjjNKCSOB2x,Q48700502,Anteros,Anteros,,,musical group,United Kingdom
Anti Up [4UwR1ir6PovnQiwX5jRPvF],4UwR1ir6PovnQiwX5jRPvF,Q113199573,Anti Up,Anti Up,,,male duo|musical duo,United Kingdom
Antimatter [2k4duorvZ5lTq33ljpT0sc],2k4duorvZ5lTq33ljpT0sc,Q577837,Antimatter,Antimatter,Q24826,Liverpool,musical group,United Kingdom
Aon Teanga [4sAoiFzwpvt5TcwV1U5Lik],4sAoiFzwpvt5TcwV1U5Lik,Q108856925,Aon Teanga,Aon Teanga,,,musical group,Scotland
Apartment [1SF08QH2dAfoFihb0V8FZc],1SF08QH2dAfoFihb0V8FZc,Q617852,Apartment,Apartment,Q84,London,musical group,United Kingdom
Apartment 26 [2IrsNu3Xt4kwhTikS8xLdn],2IrsNu3Xt4kwhTikS8xLdn,Q4779169,Apartment 26,Apartment 26,Q546635,Leamington Spa,musical group,United Kingdom
Apollo 440 [37f9cjf8Ic4t7vYNRYAzI7],37f9cjf8Ic4t7vYNRYAzI7,Q619067,Apollo 440,Apollo 440,Q24826,Liverpool,musical group,United Kingdom
Aquilo [26GHRG8x1F4AzbCKzUaIbw],26GHRG8x1F4AzbCKzUaIbw,Q17279149,Aquilo,Aquilo,,,musical group,United Kingdom
Arab Strap [6g8Jqb5JMfv92eB2r0awTN],6g8Jqb5JMfv92eB2r0awTN,Q2632762,Arab Strap,Arab Strap,Q623687,Falkirk,musical group,United Kingdom
Arcadia [6vKSVauvYro3KEVHYtqMey],6vKSVauvYro3KEVHYtqMey,Q597261,Arcadia,Arcadia,Q84,London,musical group,United Kingdom
Architects [3ZztVuWxHzNpl0THurTFCv],3ZztVuWxHzNpl0THurTFCv,Q620454,Architects,Architects,Q131491,Brighton,musical group,United Kingdom
Archive [1Q776wzj2mrtXrNu3iH6nk],1Q776wzj2mrtXrNu3iH6nk,Q635772,Archive,Archive,Q84,London,rock band,United Kingdom
Arctic Lake [0IEPb9ily3E5IAYMSkwtQ6],0IEPb9ily3E5IAYMSkwtQ6,Q93890774,Arctic Lake,Arctic Lake,,,musical group,United Kingdom
Arctic Monkeys [7Ln80lUS6He07XvHI8qqHH],7Ln80lUS6He07XvHI8qqHH,Q170599,Arctic Monkeys,Arctic Monkeys,Q42448,Sheffield,musical group,United Kingdom
Arditti Quartet [1A6VSPPUJADy9l9nHcGFG5],1A6VSPPUJADy9l9nHcGFG5,Q639552,Arditti Quartet,Arditti Quartet,Q1144673,Royal Academy of Music,musical group|string quartet,United Kingdom
Argent [46VosWAvtZsBl7rvxufsWG],46VosWAvtZsBl7rvxufsWG,Q2301367,Argent,Argent,Q84,London,musical group,United Kingdom
Arrows [4tqcqE9n9vHWbIT8ryEA1v],4tqcqE9n9vHWbIT8ryEA1v,Q702998,Arrows,Arrows,Q84,London,musical group,United Kingdom
Art Brut [1gxXzfykdtDuod56hPkYyr],1gxXzfykdtDuod56hPkYyr,Q705434,Art Brut,Art Brut,Q2308650,Deptford,musical group,United Kingdom
Art of Noise [77zrvBORXcnTyysjjKRfBU],77zrvBORXcnTyysjjKRfBU,Q502967,Art of Noise,Art of Noise,,,musical group,United Kingdom
As It Is [3IXtskFMls8KXRipcIJT9y],3IXtskFMls8KXRipcIJT9y,Q19654688,As It Is,As It Is,,,musical group,United Kingdom
As Lions [30Ns8wCbxSPz2L1tnSypTG],30Ns8wCbxSPz2L1tnSypTG,Q29784258,As Lions,As Lions,,,musical group,United Kingdom
Ash [2evydP72Z45DouM4uMGsIE],2evydP72Z45DouM4uMGsIE,Q724582,Ash,Ash,Q1024917,Downpatrick,musical group,Northern Ireland
Asia [1bdytLV3FPjyhfrb6BhMej],1bdytLV3FPjyhfrb6BhMej,Q726891,Asia,Asia,Q21,England,musical group,United Kingdom
Asking Alexandria [1caBfBEapzw8z2Qz9q0OaQ],1caBfBEapzw8z2Qz9q0OaQ,Q731642,Asking Alexandria,Asking Alexandria,Q42462,York,musical group,United Kingdom
Astroid Boys [0usP8DxN7FRA6LAD0japVD],0usP8DxN7FRA6LAD0japVD,Q28404579,Astroid Boys,Astroid Boys,,,musical group,United Kingdom
Athamay [6mzPf14YxIEAwBlIGh1oIu],6mzPf14YxIEAwBlIGh1oIu,Q110670906,Athamay,Athamay,Q1425428,Newcastle upon Tyne,musical group,United Kingdom
Athlete [6C0JkmxU2cgkVzotHJgfW7],6C0JkmxU2cgkVzotHJgfW7,Q580268,Athlete,Athlete,Q2308650,Deptford,rock band,United Kingdom
Atomic Kitten [6JMHws5haIO6V35YNYDnDw],6JMHws5haIO6V35YNYDnDw,Q208392,Atomic Kitten,Atomic Kitten,Q24826,Liverpool,musical group,United Kingdom
Atomic Youth [4VEXIcg6MVQBauK4kIIH1z],4VEXIcg6MVQBauK4kIIH1z,Q137751085,Atomic Youth,Atomic Youth,,,virtual band,England
Au Pairs [5nGQE2ehuRkkK1iNUQQthd],5nGQE2ehuRkkK1iNUQQthd,Q758380,Au Pairs,Au Pairs,Q2256,Birmingham,musical group,United Kingdom
Audio Bullys [5kwHgbzNHq1iHkUSrAmjjQ],5kwHgbzNHq1iHkUSrAmjjQ,Q758846,Audio Bullys,Audio Bullys,Q84,London,musical group,United Kingdom
Audiobooks [1YvLqwm8xl6ENUT3KK6XMj],1YvLqwm8xl6ENUT3KK6XMj,Q111631754,Audiobooks,Audiobooks,Q84,London,musical duo,United Kingdom
Auger (band) [48QP1FCIq76VufzDPShGi5],48QP1FCIq76VufzDPShGi5,Q140317314,Auger (band),Auger (band),,,musical duo|musical group,United Kingdom
Average White Band [3tx8fyu3c4OBP5nejYtUOb],3tx8fyu3c4OBP5nejYtUOb,Q583556,Average White Band,Average White Band,Q123709,Dundee,musical group,United Kingdom
Avison Ensemble [0ZMhyUTfl3DEOlUT1Z04mX],0ZMhyUTfl3DEOlUT1Z04mX,Q4828984,Avison Ensemble,Avison Ensemble,,,early music ensemble|musical group,United Kingdom
AxeWound [7KYgLYR5cMtHHzQ9gRWN2y],7KYgLYR5cMtHHzQ9gRWN2y,Q791904,AxeWound,AxeWound,Q145,United Kingdom,musical group,United Kingdom
